claim_id,subsection_id,chapter_title,subsection_title,claim_text,cited_paper_ids,citation_ids,work_order_path,review_path,verification_status,notes
SUB008-CL004,SUB008,3: Bypass Signaling And Crosstalk,HER2/ERBB And Receptor Tyrosine Kinase Crosstalk,"Other HER2-positive preclinical studies found that adding PI3K inhibitors, including alpelisib or inavolisib, could circumvent trastuzumab resistance in PIK3CA-mutant or PTEN-deficient cell models, with increased apoptosis and in vivo synergy reported, although the clinical translatability and toxicity of such combinations remain unsettled `pmid-35968355`.",pmid-35968355,S08-R004,artifacts/10_claim_verification/02_work_orders/SUB008.md,artifacts/10_claim_verification/03_claim_reviews/SUB008.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB008-CL005,SUB008,3: Bypass Signaling And Crosstalk,HER2/ERBB And Receptor Tyrosine Kinase Crosstalk,"This trial supports feasibility of HER2-HER3-PI3K cotargeting, but it was primarily a safety and dose-finding study and emphasizes overlapping toxicity rather than definitive resistance reversal `pmid-33947692`.",pmid-33947692,S08-R005,artifacts/10_claim_verification/02_work_orders/SUB008.md,artifacts/10_claim_verification/03_claim_reviews/SUB008.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB008-CL006,SUB008,3: Bypass Signaling And Crosstalk,HER2/ERBB And Receptor Tyrosine Kinase Crosstalk,"In luminal and triple-negative breast cancer models, NRG1, EGF, and FGF10 protected cells from alpelisib and reactivated AKT, S6, 4E-BP1, and ERK; SHP2 overexpression conferred resistance, while SHP2 inhibition, knockout, or phosphatase-dead reconstitution experiments showed that SHP2 was needed for RTK-mediated resistance and that PI3K plus SHP2 inhibition suppressed organoid and xenograft growth `pmid-35365185`.",pmid-35365185,S08-R006,artifacts/10_claim_verification/02_work_orders/SUB008.md,artifacts/10_claim_verification/03_claim_reviews/SUB008.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB008-CL007,SUB008,3: Bypass Signaling And Crosstalk,HER2/ERBB And Receptor Tyrosine Kinase Crosstalk,"In squamous carcinoma models, acquired alpelisib resistance involved AXL overexpression, AXL-EGFR interaction, and downstream PLC-gamma-PKC signaling that maintained mTOR despite PI3K-AKT inhibition; resistance was reversed by combining PI3K-alpha inhibition with EGFR, AXL, or PKC blockade `pmid-25873175`.",pmid-25873175,S08-R007,artifacts/10_claim_verification/02_work_orders/SUB008.md,artifacts/10_claim_verification/03_claim_reviews/SUB008.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB008-CL008,SUB008,3: Bypass Signaling And Crosstalk,HER2/ERBB And Receptor Tyrosine Kinase Crosstalk,"EGFR ligand signaling can also drive acquired PI3K inhibitor resistance outside breast cancer, as SW48 colorectal models selected in pictilisib secreted amphiregulin, maintained EGFR-MAPK signaling, and gained sensitivity to EGFR or MAPK cotargeting `pmid-25053989`.",pmid-25053989,S08-R008,artifacts/10_claim_verification/02_work_orders/SUB008.md,artifacts/10_claim_verification/03_claim_reviews/SUB008.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB008-CL009,SUB008,3: Bypass Signaling And Crosstalk,HER2/ERBB And Receptor Tyrosine Kinase Crosstalk,"Likewise, IGF1R upregulation maintained AKT-mTOR signaling and conferred acquired resistance to GDC0032 or alpelisib in PIK3CA-driven ovarian cancer, with IGF1R inhibition restoring sensitivity `pmid-30237504`.",pmid-30237504,S08-R009,artifacts/10_claim_verification/02_work_orders/SUB008.md,artifacts/10_claim_verification/03_claim_reviews/SUB008.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB009-CL001,SUB009,3: Bypass Signaling And Crosstalk,Endocrine Therapy Crosstalk,"Among 341 patients with PIK3CA-mutated tumors, median progression-free survival was 11.0 months versus 5.7 months, with a hazard ratio of 0.65 and higher overall response in the alpelisib arm; most patients in the PIK3CA-mutated cohort were classified as endocrine resistant under protocol definitions `pmid-31091374`.",pmid-31091374,S09-R001,artifacts/10_claim_verification/02_work_orders/SUB009.md,artifacts/10_claim_verification/03_claim_reviews/SUB009.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB009-CL002,SUB009,3: Bypass Signaling And Crosstalk,Endocrine Therapy Crosstalk,"Because BYLieve was open-label and noncomparative, it supports activity in a difficult endocrine-resistant setting rather than a definitive comparison against all post-CDK4/6 standards `pmid-39637900`.",pmid-39637900,S09-R002,artifacts/10_claim_verification/02_work_orders/SUB009.md,artifacts/10_claim_verification/03_claim_reviews/SUB009.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB009-CL003,SUB009,3: Bypass Signaling And Crosstalk,Endocrine Therapy Crosstalk,"Median investigator-assessed PFS was 15.0 versus 7.3 months, with higher response rate, but the review also notes increased PI3K-class toxicities, few patients with prior adjuvant CDK4/6 inhibitor exposure, and unresolved questions about sequencing and dose optimization `pmid-40845250`.",pmid-40845250,S09-R003,artifacts/10_claim_verification/02_work_orders/SUB009.md,artifacts/10_claim_verification/03_claim_reviews/SUB009.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB009-CL004,SUB009,3: Bypass Signaling And Crosstalk,Endocrine Therapy Crosstalk,"Adding tamoxifen or fulvestrant to PI3K-alpha inhibition reduced viability in resistant cells, inhibited growth of PTEN-null T47D xenografts, and lowered FOXM1, LDHA, and hyperpolarized pyruvate-to-lactate exchange; the authors connect this to convergence of ER and PI3K signaling on FOXM1 `pmid-32976773`.",pmid-32976773,S09-R004,artifacts/10_claim_verification/02_work_orders/SUB009.md,artifacts/10_claim_verification/03_claim_reviews/SUB009.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB009-CL005,SUB009,3: Bypass Signaling And Crosstalk,Endocrine Therapy Crosstalk,"In a phase I/II alpelisib plus aromatase inhibitor study, longitudinal tumor and ctDNA analysis found PTEN loss-of-function mutations in 25 percent of resistant patients and expansion of ESR1 activating mutations associated with resistance `pmid-32864625`.",pmid-32864625,S09-R005,artifacts/10_claim_verification/02_work_orders/SUB009.md,artifacts/10_claim_verification/03_claim_reviews/SUB009.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB009-CL006,SUB009,3: Bypass Signaling And Crosstalk,Endocrine Therapy Crosstalk,"By contrast, a retrospective SOLAR-1 genomic analysis found that alpelisib plus fulvestrant benefit persisted across several co-alterations previously implicated in endocrine or CDK4/6 inhibitor resistance, including ESR1 and FGFR1 or FGFR2 alterations, while MYC or RAD21 alterations and PTEN alterations were associated with less favorable outcomes or limited benefit signals; the authors caution that subgroup sizes and multiple-testing limits make these hypothesis-generating `pmid-41967638`.",pmid-41967638,S09-R006,artifacts/10_claim_verification/02_work_orders/SUB009.md,artifacts/10_claim_verification/03_claim_reviews/SUB009.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB010-CL001,SUB010,4: Cellular State And Microenvironmental Resistance,Tumor Heterogeneity And Clonal Selection,"That pattern supports clonal outgrowth under treatment pressure, but it also shows why a single progression biopsy or ctDNA timepoint cannot by itself prove causality `pmid-37916958`.",pmid-37916958,SUB010-C001,artifacts/10_claim_verification/02_work_orders/SUB010.md,artifacts/10_claim_verification/03_claim_reviews/SUB010.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB010-CL002,SUB010,4: Cellular State And Microenvironmental Resistance,Tumor Heterogeneity And Clonal Selection,"Functional PTEN knockdown caused alpelisib resistance and combined p110beta blockade reversed the phenotype, strengthening the link between the selected PTEN-null state and resistance while preserving the important point that different lesions reached that state through different genomic routes `pmid-25409150`.",pmid-25409150,SUB010-C002,artifacts/10_claim_verification/02_work_orders/SUB010.md,artifacts/10_claim_verification/03_claim_reviews/SUB010.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB010-CL003,SUB010,4: Cellular State And Microenvironmental Resistance,Tumor Heterogeneity And Clonal Selection,"The authors explicitly emphasized that drivers could arise subclonally, from different locations, and rapidly during early months of therapy `pmid-32864625`.",pmid-32864625,SUB010-C003,artifacts/10_claim_verification/02_work_orders/SUB010.md,artifacts/10_claim_verification/03_claim_reviews/SUB010.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB010-CL004,SUB010,4: Cellular State And Microenvironmental Resistance,Tumor Heterogeneity And Clonal Selection,"Baseline ctDNA studies of taselisib plus fulvestrant similarly indicate that clonal versus subclonal PIK3CA architecture can correlate with co-alteration burden and outcome, but those data mainly describe pre-treatment dependence and mixed pathway inputs rather than acquired selection `pmid-37101291`.",pmid-37101291,SUB010-C004,artifacts/10_claim_verification/02_work_orders/SUB010.md,artifacts/10_claim_verification/03_claim_reviews/SUB010.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB010-CL005,SUB010,4: Cellular State And Microenvironmental Resistance,Tumor Heterogeneity And Clonal Selection,"SANDPIPER genomic analyses also show why ctDNA is valuable yet imperfect: co-occurring PIK3CA and PTEN mutations in baseline plasma may represent different cells or different lesions, not necessarily one resistant clone `pmid-36892268`.",pmid-36892268,SUB010-C005,artifacts/10_claim_verification/02_work_orders/SUB010.md,artifacts/10_claim_verification/03_claim_reviews/SUB010.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB011-CL001,SUB011,4: Cellular State And Microenvironmental Resistance,Phenotypic Plasticity And Lineage Adaptation,"This supports a stress-response and cell-cycle state model of resistance, but because it is centered on T47D-derived resistant cells, it should not be generalized as a universal lineage-adaptation program `pmid-38273040`.",pmid-38273040,SUB011-C001,artifacts/10_claim_verification/02_work_orders/SUB011.md,artifacts/10_claim_verification/03_claim_reviews/SUB011.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB011-CL002,SUB011,4: Cellular State And Microenvironmental Resistance,Phenotypic Plasticity And Lineage Adaptation,This is stronger than generic plasticity language because it links a reversible cell-surface and ligand-interaction state to a drug-response phenotype `pmid-33024087`.,pmid-33024087,SUB011-C002,artifacts/10_claim_verification/02_work_orders/SUB011.md,artifacts/10_claim_verification/03_claim_reviews/SUB011.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB011-CL003,SUB011,4: Cellular State And Microenvironmental Resistance,Phenotypic Plasticity And Lineage Adaptation,"HER2-overexpressing breast cancer models treated with PI3K-pathway inhibitors showed loss of AKT signaling but compensatory HER-family activation, HER3 induction, and ERK dependency; MEK inhibition or anti-HER2 therapy blocked ERK activation and improved anti-proliferative, pro-apoptotic, and in vivo effects `pmid-21278786`.",pmid-21278786,SUB011-C003,artifacts/10_claim_verification/02_work_orders/SUB011.md,artifacts/10_claim_verification/03_claim_reviews/SUB011.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB011-CL004,SUB011,4: Cellular State And Microenvironmental Resistance,Phenotypic Plasticity And Lineage Adaptation,"A systematic alpelisib resistance screen found many validated resistance genes and, in a small paired biopsy set, measurable post-treatment upregulation of multiple resistance genes, implying heterogeneous transcriptional programs after therapy but requiring larger clinical cohorts for validation `pmid-27604488`.",pmid-27604488,SUB011-C004,artifacts/10_claim_verification/02_work_orders/SUB011.md,artifacts/10_claim_verification/03_claim_reviews/SUB011.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB011-CL005,SUB011,4: Cellular State And Microenvironmental Resistance,Phenotypic Plasticity And Lineage Adaptation,"Rapid feedback changes in PTEN regulation also fit the adaptive-state theme: PI3K inhibition can inactivate PTEN through a USP10-GSK3beta mechanism `pmid-40991650`, and pharmacologic PI3K inhibition can reduce PTEN translation and permit AKT rebound in model systems `pmid-33606974`.",pmid-33606974; pmid-40991650,SUB011-C006; SUB011-C005,artifacts/10_claim_verification/02_work_orders/SUB011.md,artifacts/10_claim_verification/03_claim_reviews/SUB011.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB012-CL001,SUB012,4: Cellular State And Microenvironmental Resistance,Metabolic And Microenvironmental Escape,"The authors connect this to an adipocyte-enriched tumor microenvironment as a plausible source of free fatty acids, but the direct experiments are in cell lines and combination assays rather than patient samples under PI3K-alpha inhibitor selection `pmid-39920872`.",pmid-39920872,SUB012-C001,artifacts/10_claim_verification/02_work_orders/SUB012.md,artifacts/10_claim_verification/03_claim_reviews/SUB012.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB012-CL002,SUB012,4: Cellular State And Microenvironmental Resistance,Metabolic And Microenvironmental Escape,"This supports redox and glycolytic state as a resistance-associated vulnerability, while the exact NAC mechanism remains unresolved `pmid-37044095`.",pmid-37044095,SUB012-C002,artifacts/10_claim_verification/02_work_orders/SUB012.md,artifacts/10_claim_verification/03_claim_reviews/SUB012.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB012-CL003,SUB012,4: Cellular State And Microenvironmental Resistance,Metabolic And Microenvironmental Escape,"Metabolic imaging work adds a biomarker angle: persistent FOXM1 after PI3K-alpha inhibition was associated with resistance in ER-positive breast cancer models, drove LDHA rather than HK-II, and enabled detection of resistant metabolism by hyperpolarized pyruvate-to-lactate exchange rather than FDG trapping `pmid-32976773`.",pmid-32976773,SUB012-C003,artifacts/10_claim_verification/02_work_orders/SUB012.md,artifacts/10_claim_verification/03_claim_reviews/SUB012.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB012-CL004,SUB012,4: Cellular State And Microenvironmental Resistance,Metabolic And Microenvironmental Escape,"Insulin withdrawal was sufficient to abrogate resistance, and IGF1R or p110beta inhibition circumvented resistance, tying extracellular insulin or IGF input to PI3K-alpha escape but also raising tolerability concerns for dual metabolic-pathway inhibition `pmid-27048245`.",pmid-27048245,SUB012-C004,artifacts/10_claim_verification/02_work_orders/SUB012.md,artifacts/10_claim_verification/03_claim_reviews/SUB012.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB012-CL005,SUB012,4: Cellular State And Microenvironmental Resistance,Metabolic And Microenvironmental Escape,"In patients, the clinical evidence is thinner: a four-patient real-life alpelisib report monitored hyperinsulinemia and used pioglitazone in selected patients, arguing from preclinical evidence that insulin control could preserve efficacy, but without randomized causal testing `pmid-37163178`.",pmid-37163178,SUB012-C005,artifacts/10_claim_verification/02_work_orders/SUB012.md,artifacts/10_claim_verification/03_claim_reviews/SUB012.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB012-CL006,SUB012,4: Cellular State And Microenvironmental Resistance,Metabolic And Microenvironmental Escape,"CD44-HA interaction in luminal breast cancer models activated Src-ERK and maintained AKT and mTOR activity during alpelisib treatment; hyaluronidase or HAS inhibition partially restored sensitivity, directly linking an extracellular-matrix ligand interaction to reduced PI3K-alpha inhibitor response `pmid-33024087`.",pmid-33024087,SUB012-C006,artifacts/10_claim_verification/02_work_orders/SUB012.md,artifacts/10_claim_verification/03_claim_reviews/SUB012.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB012-CL007,SUB012,4: Cellular State And Microenvironmental Resistance,Metabolic And Microenvironmental Escape,"Outside breast cancer, PI3K-pathway inhibitor-resistant lymphoma models upregulated IL-6 and STAT signaling `pmid-31601188`, 3D HNSCC models implicated ECM alterations and beta1 integrin in alpelisib unresponsiveness during radiochemosensitization `pmid-38286037`, and multiple myeloma models showed alpelisib could overcome bone marrow stroma-induced resistance to proteasome-inhibitor contexts `pmid-24405121`.",pmid-24405121; pmid-31601188; pmid-38286037,SUB012-C009; SUB012-C007; SUB012-C008,artifacts/10_claim_verification/02_work_orders/SUB012.md,artifacts/10_claim_verification/03_claim_reviews/SUB012.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB013-CL001,SUB013,5: Clinical Trials As Resistance Evidence,Positive Trials And Durable-Benefit Limits,"That result supports clinical activity in a genomically selected endocrine-therapy context, not a claim that resistance is solved: progressive disease remained the major reason for stopping treatment, and on-target or class-consistent toxicities such as hyperglycemia, rash, gastrointestinal toxicity, dose modification, and permanent discontinuation shaped real treatment exposure `pmid-31091374`.",pmid-31091374,SUB013-C001,artifacts/10_claim_verification/02_work_orders/SUB013.md,artifacts/10_claim_verification/03_claim_reviews/SUB013.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB013-CL002,SUB013,5: Clinical Trials As Resistance Evidence,Positive Trials And Durable-Benefit Limits,"SOLAR-1 therefore remains a strong positive PFS trial and a weaker source for contemporary sequencing, post-CDK4/6 durability, or mechanism-of-resistance claims `pmid-33246021`.",pmid-33246021,SUB013-C002,artifacts/10_claim_verification/02_work_orders/SUB013.md,artifacts/10_claim_verification/03_claim_reviews/SUB013.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB013-CL003,SUB013,5: Clinical Trials As Resistance Evidence,Positive Trials And Durable-Benefit Limits,"Its value for a resistance review is therefore concrete but bounded: it shows activity after CDK4/6 inhibitor exposure while leaving unanswered which resistant clones, pathway bypasses, or endocrine-escape states drove later progression `pmid-33794206` `pmid-39637900`.",pmid-33794206; pmid-39637900,SUB013-C003; SUB013-C004,artifacts/10_claim_verification/02_work_orders/SUB013.md,artifacts/10_claim_verification/03_claim_reviews/SUB013.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB013-CL004,SUB013,5: Clinical Trials As Resistance Evidence,Positive Trials And Durable-Benefit Limits,"A matched real-world comparison favored BYLieve over standard real-world treatments after CDK4/6 inhibitor plus aromatase inhibitor, but the comparison was not randomized and real-world progression assessment was less standardized than RECIST-based trial assessment `pmid-33909934`.",pmid-33909934,SUB013-C005,artifacts/10_claim_verification/02_work_orders/SUB013.md,artifacts/10_claim_verification/03_claim_reviews/SUB013.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB013-CL005,SUB013,5: Clinical Trials As Resistance Evidence,Positive Trials And Durable-Benefit Limits,"Inavolisib plus palbociclib-fulvestrant improved overall survival versus placebo plus palbociclib-fulvestrant, 34.0 versus 27.0 months, and maintained a progression-free survival advantage, while increasing selected adverse events including hyperglycemia, stomatitis or mucosal inflammation, diarrhea, rash, ocular toxicity, and grade 3 or 4 events `pmid-40454641`.",pmid-40454641,SUB013-C006,artifacts/10_claim_verification/02_work_orders/SUB013.md,artifacts/10_claim_verification/03_claim_reviews/SUB013.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB013-CL006,SUB013,5: Clinical Trials As Resistance Evidence,Positive Trials And Durable-Benefit Limits,"Exploratory SOLAR-1 genomics further argues for caution: PFS benefit was seen broadly in PIK3CA-altered disease, but co-alterations such as MYC or RAD21 were associated with limited benefit in small exploratory subgroups, without multiplicity-adjusted confirmation `pmid-41967638`.",pmid-41967638,SUB013-C007,artifacts/10_claim_verification/02_work_orders/SUB013.md,artifacts/10_claim_verification/03_claim_reviews/SUB013.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB013-CL007,SUB013,5: Clinical Trials As Resistance Evidence,Positive Trials And Durable-Benefit Limits,"Mechanistic papers in the packet provide the needed conceptual boundary: paired biopsies and experimental models suggest heterogeneous resistance, including PIM upregulation or persistent FOXM1-linked biology, but those data belong in mechanism sections unless a trial directly embeds specimen evidence `pmid-27604488` `pmid-32976773`.",pmid-27604488; pmid-32976773,SUB013-C008; SUB013-C009,artifacts/10_claim_verification/02_work_orders/SUB013.md,artifacts/10_claim_verification/03_claim_reviews/SUB013.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB014-CL001,SUB014,5: Clinical Trials As Resistance Evidence,"Failed, Negative, Or Limited Trials","For a resistance review, SANDPIPER should therefore be labeled as limited clinical utility driven substantially by benefit-risk and dose-intensity constraints, rather than as evidence that PIK3CA-mutant tumors are categorically resistant to PI3K inhibition `pmid-33186740`.",pmid-33186740,SUB014-C001,artifacts/10_claim_verification/02_work_orders/SUB014.md,artifacts/10_claim_verification/03_claim_reviews/SUB014.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB014-CL002,SUB014,5: Clinical Trials As Resistance Evidence,"Failed, Negative, Or Limited Trials","This is not a definitive negative trial; it is a small phase 1b signal-finding study showing why later interpretation must keep efficacy, tolerability, and emerging resistance biomarkers separate `pmid-31439579`.",pmid-31439579,SUB014-C002,artifacts/10_claim_verification/02_work_orders/SUB014.md,artifacts/10_claim_verification/03_claim_reviews/SUB014.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB014-CL003,SUB014,5: Clinical Trials As Resistance Evidence,"Failed, Negative, Or Limited Trials",This supports a more precise conclusion: mutation positivity without disease-context and co-alteration context can be insufficient for durable response `pmid-35138919`.,pmid-35138919,SUB014-C003,artifacts/10_claim_verification/02_work_orders/SUB014.md,artifacts/10_claim_verification/03_claim_reviews/SUB014.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB014-CL004,SUB014,5: Clinical Trials As Resistance Evidence,"Failed, Negative, Or Limited Trials","Those findings are clinically relevant, but many associations were exploratory and should be phrased as potential intrinsic or acquired resistance signals, not as established mechanisms for every SANDPIPER failure `pmid-36892268`.",pmid-36892268,SUB014-C004,artifacts/10_claim_verification/02_work_orders/SUB014.md,artifacts/10_claim_verification/03_claim_reviews/SUB014.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB014-CL005,SUB014,5: Clinical Trials As Resistance Evidence,"Failed, Negative, Or Limited Trials","Preclinical work broadens the candidate-mechanism map: IGF1R-p110beta-AKT-mTOR bypass, AXL-EGFR-PKC-mTOR signaling, RTK-SHP2 signaling, PTEN and ESR1 alterations, PIM upregulation, and HER2-model PI3K resistance all provide hypotheses for limited durability, but the packet does not allow those mechanisms to be retrofitted onto negative trial outcomes without paired trial specimens `pmid-27048245` `pmid-25873175` `pmid-35365185` `pmid-32864625` `pmid-27604488` `pmid-38986734`.",pmid-25873175; pmid-27048245; pmid-27604488; pmid-32864625; pmid-35365185; pmid-38986734,SUB014-C006; SUB014-C005; SUB014-C009; SUB014-C008; SUB014-C007; SUB014-C010,artifacts/10_claim_verification/02_work_orders/SUB014.md,artifacts/10_claim_verification/03_claim_reviews/SUB014.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB014-CL006,SUB014,5: Clinical Trials As Resistance Evidence,"Failed, Negative, Or Limited Trials",Newer inavolisib data provide a useful contrast: even a positive OS trial still frames adverse-event mitigation and underpowered subgroup signals as major interpretive issues `pmid-40454641`.,pmid-40454641,SUB014-C011,artifacts/10_claim_verification/02_work_orders/SUB014.md,artifacts/10_claim_verification/03_claim_reviews/SUB014.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB015-CL001,SUB015,5: Clinical Trials As Resistance Evidence,Combination Trials Designed To Overcome Resistance,"The ctDNA work also pointed to possible resistance correlates such as KRAS and ERBB2 alterations in some cases, but the non-randomized early-phase design prevents it from proving that tamoxifen overcame PI3K-inhibitor resistance `pmid-31439579`.",pmid-31439579,SUB015-C001,artifacts/10_claim_verification/02_work_orders/SUB015.md,artifacts/10_claim_verification/03_claim_reviews/SUB015.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB015-CL002,SUB015,5: Clinical Trials As Resistance Evidence,Combination Trials Designed To Overcome Resistance,"A related alpelisib plus aromatase-inhibitor specimen study makes the resistance logic more explicit: PTEN and ESR1 alterations arose or were detected across plasma and tumor samples, suggesting that resistance to a combination can reflect escape from either the PI3K-alpha component or the endocrine component, often with spatial and temporal heterogeneity `pmid-32864625`.",pmid-32864625,SUB015-C002,artifacts/10_claim_verification/02_work_orders/SUB015.md,artifacts/10_claim_verification/03_claim_reviews/SUB015.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB015-CL003,SUB015,5: Clinical Trials As Resistance Evidence,Combination Trials Designed To Overcome Resistance,"This negative feasibility signal is critical, because a biologically attractive resistance model can fail clinically through overlapping toxicity and dose-intensity limits `pmid-32887722`.",pmid-32887722,SUB015-C003,artifacts/10_claim_verification/02_work_orders/SUB015.md,artifacts/10_claim_verification/03_claim_reviews/SUB015.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB015-CL004,SUB015,5: Clinical Trials As Resistance Evidence,Combination Trials Designed To Overcome Resistance,"The FDA approval summary reported first-line inavolisib plus palbociclib-fulvestrant in endocrine-resistant, PIK3CA-mutated HR-positive, HER2-negative locally advanced or metastatic breast cancer, with PFS 15.0 versus 7.3 months, ORR 58% versus 25%, and longer duration of response than placebo plus palbociclib-fulvestrant `pmid-40845250`.",pmid-40845250,SUB015-C004,artifacts/10_claim_verification/02_work_orders/SUB015.md,artifacts/10_claim_verification/03_claim_reviews/SUB015.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB015-CL005,SUB015,5: Clinical Trials As Resistance Evidence,Combination Trials Designed To Overcome Resistance,"Final OS follow-up then reported median OS 34.0 versus 27.0 months, while still noting higher selected PI3K-class adverse events and underpowered subgroups `pmid-40454641`.",pmid-40454641,SUB015-C005,artifacts/10_claim_verification/02_work_orders/SUB015.md,artifacts/10_claim_verification/03_claim_reviews/SUB015.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB015-CL006,SUB015,5: Clinical Trials As Resistance Evidence,Combination Trials Designed To Overcome Resistance,"The dedicated safety analysis is important because it describes why the regimen was feasible: hyperglycaemia, stomatitis or mucosal inflammation, rash, and diarrhoea were generally early, mostly low-grade or manageable, and controlled with concomitant medications, monitoring, interruptions, and dose modifications; however, INAVO120 excluded some patients at high hyperglycaemia risk, limiting real-world generalization `pmid-42202490`.",pmid-42202490,SUB015-C006,artifacts/10_claim_verification/02_work_orders/SUB015.md,artifacts/10_claim_verification/03_claim_reviews/SUB015.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB015-CL007,SUB015,5: Clinical Trials As Resistance Evidence,Combination Trials Designed To Overcome Resistance,"In HER2-positive preclinical models with acquired trastuzumab or lapatinib resistance, copanlisib combinations with HER2-targeted therapy produced stronger growth inhibition and restored sensitivity in resistant cells, supporting a clinical-trial rationale but not a proven patient benefit `pmid-25528022`.",pmid-25528022,SUB015-C007,artifacts/10_claim_verification/02_work_orders/SUB015.md,artifacts/10_claim_verification/03_claim_reviews/SUB015.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB015-CL008,SUB015,5: Clinical Trials As Resistance Evidence,Combination Trials Designed To Overcome Resistance,"Separate HER2-overexpressing models showed that PI3K-mTOR inhibition can activate HER receptor and ERK signaling, and that adding lapatinib, trastuzumab, or MEK inhibition enhanced antiproliferative and pro-apoptotic effects; the same paper also warned that BEZ235 plus lapatinib caused unacceptable toxicity in mouse xenograft testing `pmid-21278786`.",pmid-21278786,SUB015-C008,artifacts/10_claim_verification/02_work_orders/SUB015.md,artifacts/10_claim_verification/03_claim_reviews/SUB015.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB015-CL009,SUB015,5: Clinical Trials As Resistance Evidence,Combination Trials Designed To Overcome Resistance,"In the pathway-cotargeting clinic, alpelisib plus infigratinib demonstrated feasibility at full single-agent doses but frequent interruptions or reductions, a low overall response rate, and no clear signal of synergistic efficacy in PIK3CA-FGFR dual-altered cohorts `pmid-35100734`.",pmid-35100734,SUB015-C009,artifacts/10_claim_verification/02_work_orders/SUB015.md,artifacts/10_claim_verification/03_claim_reviews/SUB015.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
SUB015-CL010,SUB015,5: Clinical Trials As Resistance Evidence,Combination Trials Designed To Overcome Resistance,"Preclinical mutant-selective PI3K-alpha inhibitors such as STX-478 may improve the therapeutic window for combinations, but the xenograft data remain model-specific and should be presented as rationale rather than clinical validation `pmid-37623743`.",pmid-37623743,SUB015-C010,artifacts/10_claim_verification/02_work_orders/SUB015.md,artifacts/10_claim_verification/03_claim_reviews/SUB015.csv,not_reviewed,Extracted from assembled review citation-bearing prose.
