paper_id,pmid,pmcid,doi,title,ingestion_status,source_format,access_source,source_url,source_path,normalized_path,text_char_count,section_count,pmc_xml_status,pdf_status,parser_status,user_pdf_required,notes
pmid-33947692,33947692,PMC8282678,10.1158/1078-0432.CCR-21-0047,A Phase I Study of Alpelisib in Combination with Trastuzumab and LJM716 in Patients with PIK3CA-Mutated HER2-Positive Metastatic Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8282678&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8282678.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-33947692.json,21759,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-33976551,33976551,PMC8104980,10.2147/OTT.S298720,"Advances in Therapy for Hormone Receptor (HR)-Positive, Human Epidermal Growth Factor Receptor 2 (HER2)-Negative Advanced Breast Cancer Patients Who Have Experienced Progression After Treatment with CDK4/6 Inhibitors.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8104980&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8104980.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-33976551.json,21958,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-34012367,34012367,PMC8114069,10.1159/000514794,First Experiences with Alpelisib in Clinical Routine: Case Reports from a German Breast Center.,normalized,pdf,europe_pmc,https://europepmc.org/articles/PMC8114069?pdf=render,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_34012367.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-34012367.json,20510,8,unusable,normalized,normalized,0,PMC XML body element is missing. Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
pmid-34020697,34020697,PMC8139055,10.1186/s13058-021-01433-8,Analysis of genomic and non-genomic signaling of estrogen receptor in PDX models of breast cancer treated with a combination of the PI3K inhibitor alpelisib (BYL719) and fulvestrant.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8139055&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8139055.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-34020697.json,29745,14,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-34047239,34047239,,10.1080/14740338.2021.1931116,"Efficacy and safety of CDK4/6 and PI3K/AKT/mTOR inhibitors as second-line treatment in postmenopausal patients with hormone receptor-positive, HER-2-negative metastatic breast cancer: a network meta-analysis.",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-34067117,34067117,PMC8125641,10.3390/cancers13092250,IGF2 Mediates Resistance to Isoform-Selective-Inhibitors of the PI3K in HPV Positive Head and Neck Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8125641&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8125641.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-34067117.json,26936,11,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-34084688,34084688,PMC8166359,10.7759/cureus.14796,Alpelisib-Induced Diabetic Ketoacidosis.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8166359&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8166359.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-34084688.json,7913,5,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-34173298,34173298,PMC8262312,10.1002/onco.13873,Potential for Long-Term Disease Control with Alpelisib Plus Fulvestrant Spans Patient Subgroups in HR+ PIK3CA-Mutated Advanced Breast Cancer.,normalized,pdf,europe_pmc,https://europepmc.org/articles/PMC8262312?pdf=render,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_34173298.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-34173298.json,3670,3,unusable,normalized,normalized,0,PMC XML body element is missing. Download failed from https://academic.oup.com/oncolo/article-pdf/26/S3/S11/42376252/oncolo_26_s3_s11.pdf: HTTP Error 403: Forbidden Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
pmid-34544753,34544753,PMC9762331,10.1158/2159-8290.CD-21-0072,RTK-Dependent Inducible Degradation of Mutant PI3Kα Drives GDC-0077 (Inavolisib) Efficacy.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=9762331&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/9762331.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-34544753.json,31334,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-34552006,34552006,,10.1158/1535-7163.MCT-20-0981,Phosphoproteomics Identifies PI3K Inhibitor-selective Adaptive Responses in Pancreatic Cancer Cell Therapy and Resistance.,normalized,pdf,openalex,https://hal.science/hal-03223423v1/file/1535-7163_mct-20-0981v1.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_34552006.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-34552006.json,41891,9,missing,normalized,normalized,0,Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
pmid-34754095,34754095,PMC8810831,10.1038/s41416-021-01601-9,Sensitive and robust liquid biopsy-based detection of PIK3CA mutations in hormone-receptor-positive metastatic breast cancer patients.,normalized,pdf,europe_pmc,https://europepmc.org/articles/PMC8810831?pdf=render,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_34754095.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-34754095.json,22208,7,unusable,normalized,normalized,0,PMC XML body element is missing. Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
pmid-35000092,35000092,,10.1007/s10549-021-06476-1,"Factors leading to alpelisib discontinuation in patients with hormone receptor positive, human epidermal growth factor receptor-2 negative breast cancer.",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-35022207,35022207,PMC7612218,10.1158/2159-8290.CD-21-1411,Precision Targeting of Mutant PI3Kα in Cancer by Selective Degradation.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=7612218&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/7612218.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-35022207.json,10992,1,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-35075945,35075945,PMC8793384,10.1177/15347354211073163,Management of Phosphatidylinositol-3-Kinase Inhibitor-Associated Hyperglycemia.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8793384&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8793384.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-35075945.json,34413,16,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-35178031,35178031,PMC8843667,10.3389/fendo.2022.802612,"Alpelisib-Induced Diabetes Mellitus: Case Report, Pharmacodynamics and Management Considerations.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8843667&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8843667.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-35178031.json,15934,5,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-35181669,35181669,PMC8857304,10.1038/s41523-022-00382-5,PIK3CA co-occurring mutations and copy-number gain in hormone receptor positive and HER2 negative breast cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8857304&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8857304.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-35181669.json,20568,6,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-35348782,35348782,PMC8963159,10.1093/oncolo/oyac011,Alpelisib Plus Fulvestrant or Letrozole Demonstrates Sustained Benefits Across Subgroups of Patients with PIK3CA-Mutated HR+/HER2- Advanced Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=8963159&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/8963159.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-35348782.json,5777,7,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-35712858,35712858,PMC9210085,10.1177/23247096221105249,S.U.G.A.R: A Case to Outline Tactics for the Prevention of Alpelisib-Induced Hyperglycemia.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=9210085&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/9210085.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-35712858.json,9525,5,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-35771551,35771551,,10.1158/2159-8290.CD-21-1696,"Alpelisib Monotherapy for PI3K-Altered, Pretreated Advanced Breast Cancer: A Phase II Study.",user_pdf_required,none,,,,,0,0,missing,download_failed,not_attempted,1,Download failed from https://aacrjournals.org/cancerdiscovery/article-pdf/12/9/2058/3203574/2058.pdf: HTTP Error 403: Forbidden No usable PMC XML or automatically accessible PDF normalized.
pmid-35968355,35968355,PMC9360227,,PI3K inhibitors in trastuzumab-resistant HER2-positive breast cancer cells with PI3K pathway alterations.,normalized,pdf,europe_pmc,https://europepmc.org/articles/PMC9360227?pdf=render,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_35968355.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-35968355.json,18811,6,unusable,normalized,normalized,0,PMC XML body element is missing. Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
pmid-35982377,35982377,,10.1007/s11427-021-2140-8,Overexpressed Cyclin D1 and CDK4 proteins are responsible for the resistance to CDK4/6 inhibitor in breast cancer that can be reversed by PI3K/mTOR inhibitors.,user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-36292649,36292649,PMC9601363,10.3390/genes13101763,Alpelisib Efficacy in Hormone Receptor-Positive HER2-Negative PIK3CA-Mutant Advanced Breast Cancer Post-Everolimus Treatment.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=9601363&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/9601363.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-36292649.json,8101,4,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-36321996,36321996,PMC10011882,10.1158/1078-0432.CCR-22-2115,Biology and Targetability of the Extended Spectrum of PIK3CA Mutations Detected in Breast Carcinoma.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10011882&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10011882.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-36321996.json,30823,16,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-36367572,36367572,PMC10067656,10.1007/s00428-022-03445-x,Proficiency testing of PIK3CA mutations in HR+/HER2-breast cancer on liquid biopsy and tissue.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10067656&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10067656.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-36367572.json,27623,13,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-36387506,36387506,PMC9650006,10.1016/j.heliyon.2022.e11396,Chip-based digital Polymerase Chain Reaction as quantitative technique for the detection of PIK3CA mutations in breast cancer patients.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=9650006&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/9650006.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-36387506.json,16258,6,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-36428975,36428975,PMC9688837,10.3390/cells11223545,Analytical Performance of Next-Generation Sequencing and RT-PCR on Formalin-Fixed Paraffin-Embedded Tumor Tissues for PIK3CA Testing in HR+/HER2- Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=9688837&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/9688837.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-36428975.json,14559,6,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-36455032,36455032,,10.1021/acs.jmedchem.2c01422,"Discovery of GDC-0077 (Inavolisib), a Highly Selective Inhibitor and Degrader of Mutant PI3Kα.",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-36579519,36579519,PMC9694420,10.3390/jpm12111793,PIK3CAMutations in Breast Cancer Subtypes Other Than HR-Positive/HER2-Negative.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=9694420&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/9694420.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-36579519.json,39623,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-36611120,36611120,,10.1038/s41388-022-02585-3,Alpelisib and fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the French early access program.,normalized,pdf,europe_pmc,https://www.researchsquare.com/article/rs-2145653/latest.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_36611120.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-36611120.json,14096,8,missing,normalized,normalized,0,Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
pmid-36913051,36913051,PMC10147754,10.1007/s10549-023-06895-2,"Antitumor activity of the PI3K δ-sparing inhibitor MEN1611 in PIK3CA mutated, trastuzumab-resistant HER2 + breast cancer.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10147754&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10147754.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-36913051.json,21771,7,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37044095,37044095,PMC10140479,10.1016/j.xcrm.2023.101002,N-acetylcysteine overcomes NF1 loss-driven resistance to PI3Kα inhibition in breast cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10140479&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10140479.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37044095.json,42311,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37101291,37101291,PMC10131374,10.1186/s13073-023-01181-8,"Multiple PIK3CA mutation clonality correlates with outcomes in taselisib + fulvestrant-treated ER+/HER2-, PIK3CA-mutated breast cancers.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10131374&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10131374.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37101291.json,23538,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37163178,37163178,PMC10164376,10.2147/BTT.S395817,Treating Alpelisib-Induced Hyperinsulinemia in Patients with Advanced Breast Cancer - A Real-Life Experience.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10164376&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10164376.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37163178.json,9404,4,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37339176,37339176,PMC10543974,10.1158/0008-5472.CAN-23-0282,Tipifarnib Potentiates the Antitumor Effects of PI3Kα Inhibition in PIK3CA- and HRAS-Dysregulated HNSCC via Convergent Inhibition of mTOR Activity.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10543974&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10543974.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37339176.json,26335,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37348428,37348428,PMC10314290,10.1016/j.neo.2023.100913,P110α inhibitor alpelisib exhibits a synergistic effect with pyrotinib and reverses pyrotinib resistant in HER2+ breast cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10314290&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10314290.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37348428.json,23942,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37501404,37501404,PMC10701778,10.1002/1878-0261.13500,Activation of the EGFR/PI3K/AKT pathway limits the efficacy of trametinib treatment in head and neck cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10701778&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10701778.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37501404.json,24717,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37553597,37553597,PMC10408073,10.1186/s12885-023-11243-0,BYL719 reverses gefitinib-resistance induced by PI3K/AKT activation in non-small cell lung cancer cells.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10408073&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10408073.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37553597.json,23981,11,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37623743,37623743,PMC10618743,10.1158/2159-8290.CD-23-0396,"STX-478, a Mutant-Selective, Allosteric PI3Kα Inhibitor Spares Metabolic Dysfunction and Improves Therapeutic Response in PI3Kα-Mutant Xenografts.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10618743&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10618743.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37623743.json,36034,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37704834,37704834,,10.1007/s10549-023-07110-y,Sodium-glucose cotransporter-2 inhibitors for hypergycemia in phosphoinositide 3-kinase pathway inhibition.,user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-37743730,37743730,PMC10863751,10.1002/cncr.34928,"Incidence, risk factors, and management of alpelisib-associated hyperglycemia in metastatic breast cancer.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10863751&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10863751.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37743730.json,26221,7,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37761256,37761256,PMC10528120,10.3390/diagnostics13182887,Next-Generation Sequencing-Based Analysis of Clinical and Pathological Features of PIK3CA-Mutated Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10528120&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10528120.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37761256.json,15960,5,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37916956,37916956,PMC10850943,10.1158/2159-8290.CD-23-0944,"Discovery and Clinical Proof-of-Concept of RLY-2608, a First-in-Class Mutant-Selective Allosteric PI3Kα Inhibitor That Decouples Antitumor Activity from Hyperinsulinemia.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10850943&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10850943.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37916956.json,35521,12,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37916958,37916958,PMC10850944,10.1158/2159-8290.CD-23-0704,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10850944&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10850944.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37916958.json,23168,7,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37943630,37943630,,10.1530/ERC-23-0041,Impact of the PI3K-alpha inhibitor alpelisib on everolimus resistance and somatostatin receptor expression in an orthotopic pancreatic NEC xenograft mouse model.,user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-37975961,37975961,,10.1007/s40261-023-01325-z,"Is Alpelisib Plus Fulvestrant Cost-Effective for Treating PIK3CA-Mutation, HR+/HER2- Advanced Breast Cancer in the USA?",user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-38473737,38473737,PMC10931361,10.3390/ijms25052490,Real-World Data and Clinical Implications of Next-Generation Sequencing (NGS)-Based Analysis in Metastatic Breast Cancer Patients.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10931361&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10931361.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-38473737.json,17798,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-38496864,38496864,PMC10944239,10.1016/j.heliyon.2024.e27529,A real-world disproportionality analysis of FDA adverse event reporting system (FAERS) events for alpelisib.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10944239&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10944239.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-38496864.json,13401,4,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-38584192,38584192,PMC11182811,10.1007/s10549-024-07315-9,Body composition measures as a determinant of Alpelisib related toxicity.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11182811&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11182811.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-38584192.json,16189,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-38638399,38638399,PMC11024566,10.1016/j.eclinm.2024.102520,"Preventing alpelisib-related hyperglycaemia in HR+/HER2-/PIK3CA-mutated advanced breast cancer using metformin (METALLICA): a multicentre, open-label, single-arm, phase 2 trial.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11024566&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11024566.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-38638399.json,25216,11,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-38986734,38986734,,10.1016/j.canlet.2024.217112,PI3K PROTAC overcomes the lapatinib resistance in PIK3CA-mutant HER2 positive breast cancer.,user_pdf_required,none,,,,,0,0,missing,not_attempted,not_attempted,1,No usable PMC XML or automatically accessible PDF normalized.
pmid-39070139,39070139,PMC11272611,10.3389/fonc.2024.1390452,"Phase Ib and pharmacokinetics study of alpelisib, a PIK3CA inhibitor, and capecitabine in patients with advanced solid tumors.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11272611&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11272611.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39070139.json,21496,13,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-39177931,39177931,PMC11452482,10.1007/s10549-024-07405-8,SGLT2 inhibition improves PI3Kα inhibitor-induced hyperglycemia: findings from preclinical animal models and from patients in the BYLieve and SOLAR-1 trials.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11452482&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11452482.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39177931.json,10241,4,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
