paper_id,pmid,pmcid,doi,title,source_format,raw_chars,narrative_chars,retention_ratio,kept_section_count,excluded_section_count,excluded_char_count,chunk_count,warning_flags,review_recommendation,kept_section_titles,excluded_section_titles
pmid-39236276,39236276,PMC11575912,10.1200/JCO.24.00110,"Phase I/Ib Trial of Inavolisib Plus Palbociclib and Endocrine Therapy for PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Advanced or Metastatic Breast Cancer.",pmc_xml,29654,18281,0.616,8,6,7419,31,,pass,Abstract; Introduction; CONTEXT; Safety; Pharmacokinetics; Efficacy; PIK3CA Mutation Spectrum and Analysis of Pharmacodynamic and Pathophysiologic Response Biomarkers; Discussion,Study Design and Patients [methods_heading]; Study Oversight [inside_methods_block]; Study Procedures/Assessments [inside_methods_block]; Study End Points [inside_methods_block]; Statistical Analysis [methods_heading]; Study Population [methods_heading]
pmid-37339176,37339176,PMC10543974,10.1158/0008-5472.CAN-23-0282,Tipifarnib Potentiates the Antitumor Effects of PI3Kα Inhibition in PIK3CA- and HRAS-Dysregulated HNSCC via Convergent Inhibition of mTOR Activity.,pmc_xml,42424,26335,0.621,9,7,4770,42,,pass,"Abstract; Introduction; The combination of alpelisib and tipifarnib inhibits spheroid growth in PIK3CA- and HRAS-dysregulated HNSCC cell line models; Combined tipifarnib and alpelisib treatment inhibits mTOR and RSK more potently and durably than either agent alone; The combination of tipifarnib and alpelisib inhibits mTORC1 activity and induces tumor regression in a PIK3CA-mutant cell line–derived xenograft model; Genetic depletion of RHEB and HRAS phenocopies tipifarnib treatment, implicating them as key FTase targets in HNSCC; Combined, synchronous tipifarnib–alpelisib treatment robustly inhibits the growth of PDX models harboring PIK3CA alterations or HRAS overexpression; KURRENT-HN clinical trial; Discussion",Cell lines and reagents [methods_heading]; Tumor spheroid growth assays [inside_methods_block]; Xenograft models and in vivo experiments [inside_methods_block]; Immunoblotting [inside_methods_block]; IHC [inside_methods_block]; Clinical trial [inside_methods_block]; Data availability [end_matter_or_non_narrative_heading]
pmid-31852484,31852484,PMC6921513,10.1186/s13058-019-1230-0,Elacestrant (RAD1901) exhibits anti-tumor activity in multiple ER+ breast cancer models resistant to CDK4/6 inhibitors.,pmc_xml,57974,36184,0.624,8,16,23023,63,,pass,Abstract; Introduction; Elacestrant inhibits growth of CDK4/6i sensitive and resistant lines; Elacestrant inhibits growth of PDX models that represent CDK4/6i resistance; Compensatory pathway inhibition in combination with endocrine therapy in a post-CDK4/6i setting; Elacestrant demonstrates anti-tumor activity in multiple CDK4/6i-resistant settings; Discussion; Discussion,Reagents and cell lines [methods_heading]; In vitro [inside_methods_block]; In vivo [inside_methods_block]; In vitro cell proliferation assays [inside_methods_block]; Colony formation assay [inside_methods_block]; Western blotting [inside_methods_block]; Quantitative reverse transcriptase PCR analyses [inside_methods_block]; RNA sequencing [inside_methods_block]; Patient-derived xenografts [inside_methods_block]; In vivo pharmacokinetic analyses [inside_methods_block]; Statistical analysis and data analysis [methods_heading]; CDK4/6 inhibitors (CDK4/6i) exhibit differential activity in relevant breast cancer cells [inside_methods_block]; Generation of CDK4/6i-resistant cells lines after long-term exposure [inside_methods_block]; CDK4/6i-resistant models exhibit distinct changes in key cell cycle proteins [inside_methods_block]; CDK4/6 inhibitor-resistant models retain ER and ER signaling [inside_methods_block]; Untitled [after_discussion_end_matter_guard]
pmid-36428975,36428975,PMC9688837,10.3390/cells11223545,Analytical Performance of Next-Generation Sequencing and RT-PCR on Formalin-Fixed Paraffin-Embedded Tumor Tissues for PIK3CA Testing in HR+/HER2- Breast Cancer.,pmc_xml,23022,14559,0.632,6,8,9630,24,,pass,Abstract; Introduction; Patients and Tissue Specimens; Nucleic Acids Purification; Discussion; Discussion,Study Design [methods_heading]; Next-Generation Sequencing (NGS) Analysis [protocol_or_procedural_section]; RT-PCR Analysis [inside_methods_block]; Statistical Analyses [inside_methods_block]; Clinicopathological Features [inside_methods_block]; Concordance between Primary Tumor and Metastasis Samples Using NGS [inside_methods_block]; Concordance between Primary Tumor and Metastasis Samples Using RT-PCR [inside_methods_block]; Comparison of NGS and RT-PCR [inside_methods_block]
pmid-39839709,39839709,PMC11748133,10.1093/pcmedi/pbae034,"Cell-free tumor DNA analysis in advanced or metastatic breast cancer patients: mutation frequencies, testing intention, and clinical impact.",pmc_xml,37115,23783,0.641,9,5,6921,38,,pass,Abstract; Introduction; Feasibility of ctDNA testing in Germany; Patients; ctDNA testing; Return of research results; Questionnaire; Discussion; Discussion,Statistical considerations [protocol_or_procedural_section]; Test initiation [inside_methods_block]; Frequencies of genetic alterations [inside_methods_block]; Detected druggable mutations [inside_methods_block]; Intention of testing and clinical impact [inside_methods_block]
pmid-37553597,37553597,PMC10408073,10.1186/s12885-023-11243-0,BYL719 reverses gefitinib-resistance induced by PI3K/AKT activation in non-small cell lung cancer cells.,pmc_xml,36646,23981,0.654,11,11,10910,39,,pass,Abstract; Introduction; Chemical reagents; The construction of NSCLC cells carrying dual EGFR and PIK3CA mutations; D and 3D cell culture; PIK3CA mutation leads to over-growth and gefitinib resistance in PC-9-PIK3CA-M cells; Gefitinib and BYL719 exhibit synergistic effects; Gefitinib and BYL719 exhibit synergistic effects by inhibiting p-AKT; Gefitinib and BYL719 exhibited synergistic effects in 3D culturing models and lung adenocarcinoma organoids; The combination of gefitinib and BYL719 leads to enhanced anti-tumor efficacy by inhibiting p-AKT in the PC-9-PIK3CA-M xenografts; Discussion,Cell viability assays [protocol_or_procedural_section]; Colony formation assay [inside_methods_block]; EdU assay [inside_methods_block]; Cell apoptosis assays [inside_methods_block]; Western blot analysis [methods_heading]; Determination of the antitumor effect in nude mice [inside_methods_block]; IHC [inside_methods_block]; The establishment of patient-derived organoid of NSCLC [inside_methods_block]; Statistical analysis [methods_heading]; PIK3CA mutation leads to faster grow and less gefitinib sensitivity in HCC-827-PIK3CA-M cells [inside_methods_block]; Electronic supplementary material [end_matter_or_non_narrative_heading]
pmid-33668685,33668685,PMC7918312,10.3390/ijms22041882,"PRKAR1B-AS2 Long Noncoding RNA Promotes Tumorigenesis, Survival, and Chemoresistance via the PI3K/AKT/mTOR Pathway.",pmc_xml,43945,28829,0.656,8,19,15576,45,,pass,Abstract; Introduction; PRKAR1B-AS2 lncRNA Is Overexpressed in OC and Associated with Poor Survival; Silencing PRKAR1B-AS2 Inhibits Cell Viability and Improves the Response to Cisplatin In Vitro; PRKAR1B-AS2 Knockdown Suppresses Migration and Invasion of OC Cells In Vitro; PRKAR1B-AS2 Regulates the PI3K/AKT/mTOR Signaling Pathway; PRKAR1B-AS2 Silencing Improves OC Sensitivity to Cisplatin In Vivo; Discussion,"OS Analysis of lncRNA Expression in TCGA OC Cohort [empty_after_caption_or_tail_filter]; LncRNA–Protein Interactions [after_discussion_end_matter_guard]; Cell Culture, Reagents, and siRNA Transfection [after_discussion_end_matter_guard]; RNA Extraction, Reverse Transcription, and Quantitative Real-Time PCR Analysis [after_discussion_end_matter_guard]; Cell Viability Assay [after_discussion_end_matter_guard]; Colony Formation Assay [after_discussion_end_matter_guard]; Wound Healing Assay [after_discussion_end_matter_guard]; Invasion Assay [after_discussion_end_matter_guard]; Annexin V/PI Assay [after_discussion_end_matter_guard]; Cell Extracts and Western Blot Analysis [after_discussion_end_matter_guard]; RIP Assay [after_discussion_end_matter_guard]; RPPA Analysis [after_discussion_end_matter_guard]; Liposomal Nanoparticle Preparation [after_discussion_end_matter_guard]; OC Xenograft Mouse Model Studies [after_discussion_end_matter_guard]; Immunohistochemistry [methods_heading]; TUNEL Assay [inside_methods_block]; In Situ Hybridization [inside_methods_block]; Collection of Mouse Tumor Specimens for Quantitative Reverse Transcription PCR [inside_methods_block]; Statistical Analysis [methods_heading]"
pmid-35181669,35181669,PMC8857304,10.1038/s41523-022-00382-5,PIK3CA co-occurring mutations and copy-number gain in hormone receptor positive and HER2 negative breast cancer.,pmc_xml,31076,20568,0.662,6,6,6756,35,,pass,Abstract; Introduction; PIK3CA genomic alterations are associated with tumoral and clinical characteristics in HR + /HER2- BC; PIK3CA-mut/gain is significantly and independently associated with outcome in HR + /HER2− BC; PIK3CA-mut/gain does not seem to provide additional informations for alpelisib response in patients with HR + /HER2− BC; Discussion,Datasets and data collection [after_discussion_end_matter_guard]; Definition of CNA gain events [methods_heading]; Genomic analyses [inside_methods_block]; Statistical and survival analyses [inside_methods_block]; Reporting summary [end_matter_or_non_narrative_heading]; Untitled [inside_methods_block]
pmid-33909934,33909934,PMC8265362,10.1002/onco.13804,"Effectiveness of Alpelisib + Fulvestrant Compared with Real-World Standard Treatment Among Patients with HR+, HER2-, PIK3CA-Mutated Breast Cancer.",pmc_xml,36447,24127,0.662,13,5,8399,40,,pass,Abstract; Introduction; Study Overview and CGDB for Real‐World Setting Analysis of PFS with Standard Therapy in the CDK4/6i Setting; Inclusion and Exclusion Criteria; Objectives; Assessment of Treatment Effect; Patients; Index Treatments in the Real‐World Cohort; Patient Characteristics; Primary Objective: Evaluation and Comparison of PFS; Secondary Objective: PFS at the 6‐Month Milestone Time Point; Discussion; Discussion,Statistical Analysis [methods_heading]; Balancing Approaches on Observable Characteristics [inside_methods_block]; Limitations [after_discussion_end_matter_guard]; Author Contributions [end_matter_or_non_narrative_heading]; Disclosures [after_discussion_end_matter_guard]
pmid-40113784,40113784,PMC11926384,10.1038/s41392-025-02180-4,Targeting PI3K inhibitor resistance in breast cancer with metabolic drugs.,pmc_xml,83232,55667,0.669,11,21,27868,101,,pass,Abstract; Introduction; Metabolic liability of Alpelisib-resistant breast cancer; Metabolic vulnerability of Alpelisib-resistant breast cancer cells is mediated by mTORC1; mTORC1-mediated autophagy defect and energy crisis in Alpelisib-resistant breast cancer cells; CRISPR/Cas9-engineered suppression of autophagy sensitizes to DCA/Metformin; Autophagy suppression exacerbates metabolic stress under metabolic drug treatment; Metabolic inhibitors selectively target Alpelisib-resistant breast cancer in vivo; Metabolic inhibitors selectively target ATG7-knockout breast cancer in vivo; E-BP1T37/46 phosphorylation and p62 accumulation correlate and predict overall survival in breast cancer patients; Discussion,Cell culture [methods_heading]; Cell viability assays [inside_methods_block]; Clonogenic growth assays [inside_methods_block]; Live-cell imaging [inside_methods_block]; Apoptosis analysis [inside_methods_block]; LC3 HiBiT autophagy assays [inside_methods_block]; Luciferase assays with cell culture media and cell lysates [inside_methods_block]; CRISPR-Cas9 [inside_methods_block]; Western blotting [inside_methods_block]; Metabolic analysis [inside_methods_block]; Sample preparation cell lysates [inside_methods_block]; Sample preparation FFPE tumor samples [inside_methods_block]; Derivatization [inside_methods_block]; GC-MS analysis [inside_methods_block]; Animals [inside_methods_block]; Luciferase assays with tumor lysates [inside_methods_block]; Bioluminescence imaging [inside_methods_block]; Immunohistochemistry [methods_heading]; Immunohistochemical staining and evaluation with VM Slide Explorer 2.2 [inside_methods_block]; Clinical data reporting and statistical analysis [inside_methods_block]; Supplementary information [end_matter_or_non_narrative_heading]
pmid-42074235,42074235,PMC13116710,10.3390/ijms27083597,SGLT2 Inhibitor Dapagliflozin Attenuates Cardiomyocyte Injury and Inflammation Induced by PI3Kα-Selective Inhibitor Alpelisib and Fulvestrant Under Hyperglycemia.,pmc_xml,52505,35210,0.671,8,13,19911,55,,pass,Abstract; Introduction; Dapagliflozin Prevents Cardiomyocyte Injury and Mitochondrial Damages Induced by Alpelisib and Fulvestrant Under Hyperglycemia and Normoglycemia; Dapagliflozin Reduces Cardiac Troponin and H-FABP Release; Dapagliflozin Mitigates Oxidative Membrane Injury and Electrophysiological Alterations Induced by Alpelisib and Fulvestrant; Dapagliflozin Suppresses Inflammasome Activation and Pro-Inflammatory Cytokine Release; Discussion; Discussion,"Cell Culture of Human iPSC-Derived Cardiomyocytes [methods_heading]; Drugs, Preparation, and Concentration Selection [inside_methods_block]; Experimental Design and Treatment Groups [after_discussion_end_matter_guard]; Cell Viability (MTS Assay) [inside_methods_block]; Lipid Peroxidation: MDA and 4-HNE Content [inside_methods_block]; Inflammasome Signaling and Inflammatory Cytokine Profiling [inside_methods_block]; Intracellular Inflammasome-Related Proteins [inside_methods_block]; Secreted Cytokines and Chemokines [inside_methods_block]; Mitochondrial Membrane Potential (ΔΨm) [inside_methods_block]; Caspase-3 Activity Assay [inside_methods_block]; Cardiac Injury Biomarkers [inside_methods_block]; Late Sodium Current (I_NaL) Recordings in hiPSC-Derived Cardiomyocytes [inside_methods_block]; Statistical Analysis [methods_heading]"
pmid-38584192,38584192,PMC11182811,10.1007/s10549-024-07315-9,Body composition measures as a determinant of Alpelisib related toxicity.,pmc_xml,23956,16189,0.676,8,6,9112,27,,pass,Abstract; Introduction; Participants; Toxicity grading measures; Body composition analysis; CT-computed body composition measures; Oncological measures; Discussion,Statistical analysis [methods_heading]; Patient characteristics and body composition [inside_methods_block]; Toxicity outcomes [inside_methods_block]; Body composition as a predictor of increased Alpelisib toxicity [inside_methods_block]; Oncological outcomes [inside_methods_block]; Supplementary Information [end_matter_or_non_narrative_heading]
pmid-34754095,34754095,PMC8810831,10.1038/s41416-021-01601-9,Sensitive and robust liquid biopsy-based detection of PIK3CA mutations in hormone-receptor-positive metastatic breast cancer patients.,pdf,32430,22208,0.685,7,3,9061,34,,pass,Abstract; Introduction; Patients and sample collections; Preparation of plasma DNA; High-resolution screening for PIK3CA mutations in plasma; mFAST-SeqS; Discussion,Statistical analyses [protocol_or_procedural_section]; Patient characteristics [inside_methods_block]; Concordance of PIK3CA mutation status in plasma and tissue [inside_methods_block]
pmid-29895527,29895527,PMC7439002,10.1530/ERC-18-0159,The role of GSK3 and its reversal with GSK3 antagonism in everolimus resistance.,pmc_xml,47860,33013,0.690,19,10,11344,59,,pass,"Abstract; Introduction; Stable resistance; Morphologic changes, cell growth and neuroendocrine identity; Heterogeneity of BON1 RR1 and BON1 RR2; Everolimus resistance: G1 phase cell cycle arrest associated with reduced baseline expression of CDK1(cdc2) and of the autophagy marker LC3A; Everolimus resistance increased baseline apoptosis; Everolimus resistance increased migration potential and basal c-Met activation; Everolimus resistance: Baseline GSK3α/β (GSK3) over-activation, and strong BON1 RR1/RR2 cell viability reduction by specific GSK3 inhibition; Everolimus resistance: Lower baseline IRS-1 protein levels; Dual-targeting approach with the PI3Kα inhibitor BYL719 overcame everolimus resistance and restored sensitivity through GSK3 inhibition, increased autophagy and decreased apoptosis; Transferability of the resistant cell line model to an orthotopic intrapancreatic xenograft mouse model; Stable resistance and morphologic changes; Heterogeneity of BON1 RR1 and BON1 RR2; Everolimus resistance: G1 phase cell cycle arrest, reduced baseline autophagy and increased baseline apoptosis; Everolimus resistance increased migration potential and c-Met activation; Everolimus resistance: Baseline GSK3 over-activation and decrease in IRS-1 protein levels; Dual-targeting approach with the PI3Kα inhibitor BYL719 overcame acquired everolimus resistance; Conclusions and Perspectives",Cell Culture [methods_heading]; Experimental Design [inside_methods_block]; Inhibitors [inside_methods_block]; Cell Viability Assessment [inside_methods_block]; Cell Cycle Analysis by Flow cytometric analysis (FACS) [inside_methods_block]; Caspase-3/−7 Activity Assay [inside_methods_block]; Protein Extraction and Western Blotting [inside_methods_block]; Cell Migration Assay [inside_methods_block]; Statistical Analysis [methods_heading]; Pilot mouse study: Establishment of an orthotopic intrapancreatic everolimus-resistant tumor xenograft mouse model [inside_methods_block]
pmid-32404150,32404150,PMC7222307,10.1186/s13058-020-01284-9,Frequency and spectrum of PIK3CA somatic mutations in breast cancer.,pmc_xml,19794,13799,0.697,5,11,7558,21,,pass,Abstract; Introduction; Datasets; Discussion; Discussion,Therascreen PIK3CA mutation assay [protocol_or_procedural_section]; Immunohistochemistry (IHC)-based subtypes [methods_heading]; Distribution of PIK3CA mutations in plasma [inside_methods_block]; Study end points [inside_methods_block]; Statistical analyses [inside_methods_block]; Distribution of PIK3CA mutations in BC [inside_methods_block]; PIK3CA mutations captured by the therascreen panel [inside_methods_block]; Detection of multiple PIK3CA mutations in a tumor sample [inside_methods_block]; PIK3CA mutational distribution according to subtypes in the BC dataset [inside_methods_block]; Distribution of PIK3CA mutations in plasma ctDNA [inside_methods_block]; Untitled [after_discussion_end_matter_guard]
pmid-38638399,38638399,PMC11024566,10.1016/j.eclinm.2024.102520,"Preventing alpelisib-related hyperglycaemia in HR+/HER2-/PIK3CA-mutated advanced breast cancer using metformin (METALLICA): a multicentre, open-label, single-arm, phase 2 trial.",pmc_xml,36039,25216,0.700,11,9,14079,46,,pass,Abstract; Introduction; Evidence before this study; Added value of this study; Implications of all the available evidence; Introduction; Patients characteristics; Primary endpoint; Safety and tolerability; Other outcome measures; Discussion,Study design and participants [methods_heading]; Ethics [inside_methods_block]; Procedures [methods_heading]; Outcomes [methods_heading]; Statistics [methods_heading]; Role of funding source [inside_methods_block]; Contributors [after_discussion_end_matter_guard]; Data sharing statement [after_discussion_end_matter_guard]; Declaration of interests [after_discussion_end_matter_guard]
pmid-40510030,40510030,PMC12159599,10.20517/cdr.2024.181,FGFR1 overexpression promotes resistance to PI3K inhibitor alpelisib in luminal breast cancer cells through receptor tyrosine kinase signaling-mediated activation of the estrogen receptor.,pmc_xml,44313,31070,0.701,13,9,5580,48,,pass,Abstract; Introduction; FGFR1 overexpression confers resistance to alpelisib in MCF-7 breast cancer cells; FGFR1 overexpression sustains activation of Akt and Erk1/2 pathways in alpelisib-treated MCF-7/FGFR1 cells; FGFR1 knockdown reverses alpelisib resistance in FGFR1-overexpressing MCF-7 cells; The combination of the FGFR1-targeting inhibitor AZD4547 with alpelisib induces significant synergistic inhibitory effects; Synergistic effect of alpelisib and AZD4547 combination is associated with enhanced inhibition of PI3K/Akt/mTOR/S6K and MAPK/Erk1/2 pathways; FGFR1-induced ERα phosphorylation/activation is a critical mediator of alpelisib resistance; FGFR1-targeting AZD4547 enhances combined therapy with alpelisib and fulvestrant; FGFR1 overexpression in T47D cells confers resistance to alpelisib; FGFR1 knockdown restores alpelisib sensitivity in T47D/FGFR1 cells; Targeting FGFR1 with AZD4547 enhances alpelisib sensitivity and synergizes with alpelisib and fulvestrant in T47D cells; Discussion,Reagents and antibodies [methods_heading]; Cell culture and cell lines [methods_heading]; Survival faction assay [inside_methods_block]; Clonogenic assays [inside_methods_block]; Cell cycle analysis via flow cytometry [inside_methods_block]; Drug synergy analysis [inside_methods_block]; Western blot Analysis [methods_heading]; siRNA-mediated knockdown of FGFR1 [inside_methods_block]; Statistical analysis [methods_heading]
pmid-32591580,32591580,PMC7319999,10.1038/s41598-020-67393-9,Real world data analysis of next generation sequencing and protein expression in metastatic breast cancer patients.,pmc_xml,19689,13860,0.704,6,3,1361,24,,pass,Abstract; Introduction; Patients characteristics; Relevant gene alterations for treatment; Discussion; Discussion,Methods [methods_heading]; Ethical approval [after_discussion_end_matter_guard]; Informed consent [after_discussion_end_matter_guard]
pmid-34067117,34067117,PMC8125641,10.3390/cancers13092250,IGF2 Mediates Resistance to Isoform-Selective-Inhibitors of the PI3K in HPV Positive Head and Neck Cancer.,pmc_xml,37813,26936,0.712,11,14,12667,42,,pass,Abstract; Introduction; Tumor Cell Lines; Generation of BYL719- and GDC0032-Acquired Resistance HNCHPV+ Cell Lines; FOXO Signaling Pathway Is Activated in isiPI3K-Resistant Cells; Overexpression of IGF2 Limits the Vulnerability to isiPI3K; IGF1R Inhibition Synergizes with isiPI3K to Inhibit Tumor Cells; Dual Treatment with isiPI3K and AEW541 Induced Growth Arrest in PDXHPV+ Ex Vivo; Dual Treatment with isiPI3K and AEW541 Induced Tumor Growth Arrest in Mice; Discussion; Discussion,IC50 and Synergy Assay [protocol_or_procedural_section]; Cell Proliferation Assay [methods_heading]; Cell Cycle [inside_methods_block]; RNAseq [inside_methods_block]; Real-Time PCR [inside_methods_block]; siRNA Transfection [inside_methods_block]; Western Blotting [inside_methods_block]; Immunohistochemistry (IHC) and Immunofluorescence (IF) [methods_heading]; Tumor Ex Vivo Analysis (TEVA) [inside_methods_block]; Establishment of Tumor Xenografts and Studies in Mice [methods_heading]; Antibodies [inside_methods_block]; Drugs and Reagents [inside_methods_block]; Statistics [methods_heading]; Study Approval [inside_methods_block]
pmid-37348428,37348428,PMC10314290,10.1016/j.neo.2023.100913,P110α inhibitor alpelisib exhibits a synergistic effect with pyrotinib and reverses pyrotinib resistant in HER2+ breast cancer.,pmc_xml,33459,23942,0.716,10,17,10364,41,,pass,Abstract; Introduction; Alpelisib showed a synergistic effect when combined with pyrotinib in treating HER2+ breast cancer cells; Alpelisib combined with pyrotinib enhanced the inhibitory effect on cancer-associated phenotypes significantly; The combination of pyrotinib and alpelisib could enhance the downregulation of the PI3K/AKT pathway activation and strengthen the activation of the apoptosis pathway; HER2+ breast cancer cells up-regulated ErbB ligand expression to counter alpelisib treatment; Pyrotinib and alpelisib suppressed the growth of HER2+ breast cancer xenografts; HER2+ breast cancer cells acquired pyrotinib resistance by down-regulating phosphorylation of ErbB proteins targeted by pyrotinib and sustained activating PI3K/AKT pathway; Alpelisib showed synergistic effect with pyrotinib in treating acquired pyrotinib resistant HER2+ breast cancer cells; Discussion,Cell lines and cell cultures [methods_heading]; Chemicals [inside_methods_block]; Cell viability assay and drug combination study [inside_methods_block]; Cell proliferation assay and colony formation assay [inside_methods_block]; Transwell assay [inside_methods_block]; Cell cycle assay [inside_methods_block]; Cell apoptosis assay [inside_methods_block]; RNA extraction and quantitative real-time PCR (qRT-PCR) [methods_heading]; Protein extraction and western blot analysis [inside_methods_block]; Immunofluorescence assay [methods_heading]; Xenograft models [inside_methods_block]; RNA sequencing and results analysis [inside_methods_block]; Statistical analysis [methods_heading]; Ethics approval and consent to participate [inside_methods_block]; CRediT authorship contribution statement [inside_methods_block]; Funding [end_matter_or_non_narrative_heading]; Declaration of Competing Interest [inside_methods_block]
pmid-33602685,33602685,PMC8282704,10.1158/1078-0432.CCR-20-4879,Clinical and Biomarker Results from Phase I/II Study of PI3K Inhibitor Alpelisib plus Nab-paclitaxel in HER2-Negative Metastatic Breast Cancer.,pmc_xml,26705,19304,0.723,8,6,7686,30,,pass,Abstract; Introduction; Efficacy; Efficacy by PIK3CA status; Metabolic status and efficacy; Gene expression signatures; Pharmacokinetics; Discussion,Study design and Participants [methods_heading]; Procedures and Treatment [methods_heading]; Endpoints [methods_heading]; Statistical Analysis [methods_heading]; Phase I results [inside_methods_block]; Toxicity [inside_methods_block]
pmid-36321996,36321996,PMC10011882,10.1158/1078-0432.CCR-22-2115,Biology and Targetability of the Extended Spectrum of PIK3CA Mutations Detected in Breast Carcinoma.,pmc_xml,42380,30823,0.727,16,1,348,50,,pass,Abstract; Introduction; CGP; Clinico-genomic data; Real-world cohort generation; Survival analyses; Circulating tumor DNA fraction estimation in liquid biopsy; Distribution of pathogenic mutations along the PIK3CA gene; PIK3CA mutation detection in tissue and liquid biopsies; Concordance of tissue and liquid biopsy detection of PIK3CA mutations; Comparison of PCR and CGP for PIK3CA mutation detection; OTHERm as oncogenic drivers or as secondary mutations; Mutational landscape of tumors with OTHERm versus SOLAR1m; Benefit of alpelisib in HR+/HER2− patients with PIK3CA mutations; PFS on alpelisib in patients with OTHERm and no SOLAR1m; Discussion,Data availability [end_matter_or_non_narrative_heading]
pmid-25877889,25877889,PMC4433148,10.1126/scitranslmed.aaa4442,PI3K inhibition results in enhanced estrogen receptor function and dependence in hormone receptor-positive breast cancer.,pmc_xml,33560,24979,0.744,7,6,7911,39,,pass,Abstract; Introduction; PI3K inhibition promotes ER activity; PI3K inhibition increases ER expression; PI3K inhibition-induced ER activity is enhanced by the presence of ligand; PI3K inhibition in combination with ER-inhibitor fulvestrant has profound antitumor activity in ER/PIK3CAmut models; Discussion,Study Design [methods_heading]; Plasmids [inside_methods_block]; Establishment of tumor xenografts and in vivo treatments [methods_heading]; mRNA nCounter-gene expression procedure [inside_methods_block]; Analyses of microarray and mRNA nCounter-gene expression data [inside_methods_block]; Statistical analysis [methods_heading]
pmid-34020697,34020697,PMC8139055,10.1186/s13058-021-01433-8,Analysis of genomic and non-genomic signaling of estrogen receptor in PDX models of breast cancer treated with a combination of the PI3K inhibitor alpelisib (BYL719) and fulvestrant.,pmc_xml,39983,29745,0.744,14,7,11691,52,,pass,Abstract; Introduction; Human breast cancer sample collection; Patient-derived xenografts; Antibodies; High levels of ER/PI3K interaction are associated with poorer breast cancer patient outcome; Targeting estrogen genomic and non-genomic signaling in ER-positive PDX models; The hormone-sensitive ER+ PIK3CA WT HBCx-34 PDX model; The hormone-sensitive ER+ PIK3CA WT HBCx-3 and PIK3CA mut HBCx-86 PDX models; The fulvestrant-resistant ER+ PIK3CA WT TamR HBCx-22 and PIK3CA mut BC1111 models; The fulvestrant-resistant ER+ PIK3CA mut HBCx-91 model; Targeting estrogen non-genomic signaling in ER-negative PDX models; Discussion; Discussion,Proximity ligation assay in tissues [protocol_or_procedural_section]; Image acquisition and analysis [inside_methods_block]; Statistical analysis [methods_heading]; RT-QPCR analysis [inside_methods_block]; IHC experiments [inside_methods_block]; Clinicopathological characteristics of the patient cohort [inside_methods_block]; Untitled [after_discussion_end_matter_guard]
pmid-37761256,37761256,PMC10528120,10.3390/diagnostics13182887,Next-Generation Sequencing-Based Analysis of Clinical and Pathological Features of PIK3CA-Mutated Breast Cancer.,pmc_xml,21384,15960,0.746,5,5,6423,25,,pass,Abstract; Introduction; Results; Discussion; Discussion,Materials and Methods [methods_heading]; Library Preparation [inside_methods_block]; Template Preparation and Sequencing [inside_methods_block]; Bioinformatic Analysis [inside_methods_block]; Statistical Analysis [methods_heading]
pmid-32782489,32782489,PMC7388095,10.1177/1758835920940939,Targeting the PI3K/Akt/mTOR pathway in estrogen-receptor positive HER2 negative advanced breast cancer.,pmc_xml,26958,20115,0.746,9,0,0,34,,pass,Abstract; Introduction; The PI3K/Akt/mTOR pathway in estrogen-receptor positive breast cancer; Pivotal clinical trials targeting the PI3K/Akt/mTOR pathway in estrogen-receptor positive breast cancer; mTOR inhibition; PI3K inhibition; AKT inhibition; Profile of tolerance and management of side effects; Discussion,
pmid-42351448,42351448,PMC13298351,10.3390/diagnostics16121790,"Post-CDK4/6 Inhibitor Therapeutic Approaches in Hormone Receptor-Positive, HER2-Negative Metastatic Breast Cancer: Current Evidence and Emerging Strategies-A Narrative Review.",pmc_xml,50723,37824,0.746,13,8,13903,62,,pass,Abstract; Introduction; Generational Evolution of CDK4/6 and PI3K Inhibitors; Genomic Resistance Architecture and Clinical Decision Frameworks; Decision Framework for Co-Altered Populations; Therapeutic Strategies for Patients Lacking Actionable Genomic Alterations in Post-CDK4/6i HR+/HER2− mBC; Emerging Molecularly Targeted Therapies; Circulating Tumor DNA-Guided Proactive Switching for ESR1 Mutations: Evidence and Implementation; SERENA-6 Trial; PADA-1 Trial; Implementation Considerations; Limitations; Conclusions and Future Directions,Methods [methods_heading]; Genomic Profiling in Diagnostic Workup [inside_methods_block]; Real-World Evidence and Pathway-Directed Therapeutic Strategies [inside_methods_block]; Alpelisib [inside_methods_block]; Elacestrant [inside_methods_block]; Inavolisib [inside_methods_block]; Capivasertib [inside_methods_block]; Everolimus [inside_methods_block]
pmid-39070139,39070139,PMC11272611,10.3389/fonc.2024.1390452,"Phase Ib and pharmacokinetics study of alpelisib, a PIK3CA inhibitor, and capecitabine in patients with advanced solid tumors.",pmc_xml,27663,21496,0.777,13,6,3588,36,,pass,Abstract; Introduction; Patients; Efficacy; Safety; Pharmacokinetics; PIK3CA mutational analysis; Ethics approval and consent to participate; Patient characteristics; Efficacy; Safety; Pharmacokinetics; Discussion,Study design [methods_heading]; Study treatment [methods_heading]; Dose escalation and dose-limiting toxicities [protocol_or_procedural_section]; Data availability statement [end_matter_or_non_narrative_heading]; Ethics statement [after_discussion_end_matter_guard]; Author contributions [end_matter_or_non_narrative_heading]
