subsection_id,paper_id,PMID,PMCID,DOI,title,journal,publication_year,article_type,abstract_review_decision,evidence_role,draft_access_status,verified_access_status,venue_trust_label,source_query_ids,reason
SUB005,pmid-35418124,35418124,PMC9007954,10.1038/s41467-022-29585-x,Nuclear translocation of p85β promotes tumorigenesis of PIK3CA helical domain mutant cancer.,Nature communications,2022,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,"PIK3CA mutation or genomic context is useful background, but the abstract does not show secondary PIK3CA inhibitor-resistance mutations."
SUB005,pmid-35435290,35435290,PMC9169172,10.1002/jcla.24444,Mutation patterns and prognostic analysis of BRAF/KRAS/PIK3CA in colorectal cancer.,Journal of clinical laboratory analysis,2022,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q002,PIK3CA mutation landscape or model information is useful background but not secondary-resistance evidence.
SUB005,pmid-35470535,35470535,unknown,10.1002/jgm.3420,Targeted gene next-generation sequencing reveals genomic profile in a cohort of 46 Chinese patients with breast cancer.,The journal of gene medicine,2022,"Journal Article;Research Support, Non-U.S. Gov't",include_context,review_or_background,unknown,abstract_available,unknown,SUB005-Q001,PIK3CA mutation landscape or model information is useful background but not secondary-resistance evidence.
SUB005,pmid-35477890,35477890,unknown,10.1136/jnnp-2022-328901,Cerebral cavernous malformations do not fall in the spectrum of PIK3CA-related overgrowth.,"Journal of neurology, neurosurgery, and psychiatry",2022,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB005-Q003,PIK3CA mutation landscape or model information is useful background but not secondary-resistance evidence.
SUB005,pmid-35568000,35568000,unknown,10.1016/j.cancergen.2022.05.002,High incidence of PI3K pathway gene mutations in South Indian cervical cancers.,Cancer genetics,2022,"Journal Article;Research Support, Non-U.S. Gov't",include_context,review_or_background,unknown,abstract_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,PIK3CA mutation landscape or model information is useful background but not secondary-resistance evidence.
SUB005,pmid-35709138,35709138,PMC9202917,10.1371/journal.pone.0267090,"Genomic landscape of pathogenic mutation of APC, KRAS, TP53, PIK3CA, and MLH1 in Indonesian colorectal cancer.",PloS one,2022,"Journal Article;Research Support, Non-U.S. Gov't",include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002,PIK3CA mutation landscape or model information is useful background but not secondary-resistance evidence.
SUB005,pmid-35740480,35740480,PMC9220263,10.3390/biomedicines10061460,Clinical and Molecular Spectrum of Sporadic Vascular Malformations: A Single-Center Study.,Biomedicines,2022,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q001,PIK3CA mutation landscape or model information is useful background but not secondary-resistance evidence.
SUB005,pmid-35838760,35838760,PMC9340769,10.1021/acs.jmedchem.2c00704,"Discovery of BLU-945, a Reversible, Potent, and Wild-Type-Sparing Next-Generation EGFR Mutant Inhibitor for Treatment-Resistant Non-Small-Cell Lung Cancer.",Journal of medicinal chemistry,2022,Journal Article,include_context,analogous_context,unknown,pmc_available,unknown,SUB005-Q002,"On-target resistance mutation logic is analogous context, not direct PIK3CA evidence."
SUB005,pmid-35967928,35967928,PMC9363927,10.1155/2022/9016497,Case Report of Fibro-Adipose Vascular Anomaly (FAVA) with Activating Somatic PIK3CA Mutation.,Case reports in genetics,2022,Case Reports;Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q002,PIK3CA mutation landscape or model information is useful background but not secondary-resistance evidence.
SUB005,pmid-35969265,35969265,PMC9402728,10.1007/s00292-022-01096-y,[Predictive molecular diagnostics in breast cancer : What are the requirements for pathology today and in the future?].,"Pathologie (Heidelberg, Germany)",2022,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q003,"PIK3CA mutation or genomic context is useful background, but the abstract does not show secondary PIK3CA inhibitor-resistance mutations."
SUB005,pmid-36079062,36079062,PMC9456575,10.3390/jcm11175132,The Genomic Environment of BRAF Mutated and BRAF/PIK3CA Double Mutated Colorectal Cancers.,Journal of clinical medicine,2022,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q003,"PIK3CA mutation or genomic context is useful background, but the abstract does not show secondary PIK3CA inhibitor-resistance mutations."
SUB005,pmid-36097803,36097803,PMC10101795,10.4143/crt.2022.221,PIK3CA Mutation is Associated with Poor Response to HER2-Targeted Therapy in Breast Cancer Patients.,Cancer research and treatment,2022,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,"PIK3CA mutation or genomic context is useful background, but the abstract does not show secondary PIK3CA inhibitor-resistance mutations."
SUB005,pmid-36135089,36135089,PMC9497554,10.3390/curroncol29090520,Acquired G2032R Resistance Mutation in ROS1 to Lorlatinib Therapy Detected with Liquid Biopsy.,"Current oncology (Toronto, Ont.)",2022,Case Reports;Journal Article,include_context,analogous_context,unknown,pmc_available,unknown,SUB005-Q002,"On-target resistance mutation logic is analogous context, not direct PIK3CA evidence."
SUB005,pmid-36265889,36265889,PMC9629967,10.4048/jbc.2022.25.e41,Somatic Mutations of TP53 Identified by Targeted Next-Generation Sequencing Are Poor Prognostic Factors for Primary Operable Breast Cancer: A Single-Center Study.,Journal of breast cancer,2022,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q001,PIK3CA mutation landscape or model information is useful background but not secondary-resistance evidence.
SUB005,pmid-36279023,36279023,PMC9633529,10.1007/s10549-022-06637-w,PIK3CA-mutations in breast cancer.,Breast cancer research and treatment,2022,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,"PIK3CA mutation or genomic context is useful background, but the abstract does not show secondary PIK3CA inhibitor-resistance mutations."
SUB005,pmid-36402737,36402737,PMC9992323,10.1016/j.jbior.2022.100934,The mutational profiles and corresponding therapeutic implications of PI3K mutations in cancer.,Advances in biological regulation,2022,"Review;Journal Article;Research Support, N.I.H., Extramural",include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q003,PIK3CA/PI3K oncology review provides broad background but not direct secondary-mutation evidence.
SUB005,pmid-36482269,36482269,PMC10108312,10.1111/his.14794,Next-generation sequencing in breast pathology: real impact on routine practice over a decade since its introduction.,Histopathology,2023,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q003,PIK3CA/PI3K oncology review provides broad background but not direct secondary-mutation evidence.
SUB005,pmid-36516931,36516931,unknown,10.1016/j.bbcan.2022.188847,Predictive and prognostic value of PIK3CA mutations in HER2-positive breast cancer treated with tyrosine kinase inhibitors: A systematic review and meta-analysis.,Biochimica et biophysica acta. Reviews on cancer,2022,"Meta-Analysis;Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",include_context,analogous_context,unknown,abstract_available,unknown,SUB005-Q003,"HER2 TKI meta-analysis is analogous predictive-biomarker context, not PI3K-alpha secondary mutation resistance."
SUB005,pmid-36644157,36644157,PMC9827448,10.3892/ol.2022.13645,P40 and TTF-1 double-expressing non-small cell lung cancer with EML4-ALK and PIK3CA gene mutations: A case report and review of the literature.,Oncology letters,2022,Case Reports;Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,PIK3CA/PI3K oncology review provides broad background but not direct secondary-mutation evidence.
SUB005,pmid-36914722,36914722,PMC10241926,10.1038/s41416-023-02221-1,The emerging role of PI3K inhibitors for solid tumour treatment and beyond.,British journal of cancer,2023,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,PI3K inhibitor review discusses possible resistance to mutant-selective agents but provides background rather than primary proof.
SUB005,pmid-36948612,36948612,unknown,10.2302/kjm.2022-0026-OA,Multiple Mutations within Individual Oncogenes: Examples and Clinical Implications.,The Keio journal of medicine,2023,Review;Journal Article,include_context,review_or_background,unknown,abstract_available,unknown,SUB005-Q002,Review of multiple oncogene mutations frames cis/trans mutation concepts but is not primary secondary-PIK3CA evidence.
SUB005,pmid-37109059,37109059,PMC10143507,10.3390/jpm13040673,Familial CCM Genes Might Not Be Main Drivers for Pathogenesis of Sporadic CCMs-Genetic Similarity between Cancers and Vascular Malformations.,Journal of personalized medicine,2023,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q003,PIK3CA/PI3K oncology review provides broad background but not direct secondary-mutation evidence.
SUB005,pmid-37200937,37200937,PMC10191166,10.15212/amm-2022-0013,The 'New (Nu)-clear' evidence for the tumor-driving role of PI3K.,Acta materia medica,2022,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,PIK3CA helical-domain biology is useful structural context but not acquired secondary resistance mutation evidence.
SUB005,pmid-37272756,37272756,PMC10527017,10.1158/0008-5472.CAN-22-3558,Breast Cancer Mutations HER2V777L and PIK3CAH1047R Activate the p21-CDK4/6-Cyclin D1 Axis to Drive Tumorigenesis and Drug Resistance.,Cancer research,2023,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",include_context,analogous_context,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,HER2/PIK3CA comutation model informs pathway interaction but not secondary PI3K-alpha inhibitor resistance mutations.
SUB005,pmid-37344660,37344660,PMC10460702,10.1007/s10549-023-06967-3,"Plasma cell-free tumor DNA, PIK3CA and TP53 mutations predicted inferior endocrine-based treatment outcome in endocrine receptor-positive metastatic breast cancer.",Breast cancer research and treatment,2023,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002,"Liquid-biopsy PIK3CA prognosis in endocrine therapy is biomarker context, not secondary PI3K-alpha resistance."
SUB005,pmid-37377403,37377403,PMC10481128,10.1158/2159-8290.CD-22-1441,Resistance to Selective FGFR Inhibitors in FGFR-Driven Urothelial Cancer.,Cancer discovery,2023,"Journal Article;Research Support, Non-U.S. Gov't",include_context,analogous_context,unknown,pmc_available,unknown,SUB005-Q003,FGFR-inhibitor resistance with PI3K-mTOR bypass is useful analogy but not secondary PIK3CA mutation after PI3K-alpha therapy.
SUB005,pmid-37416479,37416479,PMC10320197,10.1016/j.isci.2023.107105,The potential therapeutic regimen for overcoming resistance to osimertinib due to rare mutations in NSCLC.,iScience,2023,Journal Article,include_context,analogous_context,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,"PIK3CA-mediated osimertinib resistance is analogous acquired-resistance biology, not PI3K-alpha inhibitor on-target resistance."
SUB005,pmid-37493631,37493631,PMC10811747,10.1158/1541-7786.MCR-23-0034,CBF-Beta Mitigates PI3K-Alpha-Specific Inhibitor Killing through PIM1 in PIK3CA-Mutant Gastric Cancer.,Molecular cancer research : MCR,2023,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,CBFB/PIM1 BYL719 resistance is direct PI3K-alpha resistance context but not secondary PIK3CA mutation evidence.
SUB005,pmid-37623743,37623743,PMC10618743,10.1158/2159-8290.CD-23-0396,"STX-478, a Mutant-Selective, Allosteric PI3Kα Inhibitor Spares Metabolic Dysfunction and Improves Therapeutic Response in PI3Kα-Mutant Xenografts.",Cancer discovery,2023,"Journal Article;Research Support, Non-U.S. Gov't",include_context,methods_or_assay,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,STX-478 mutant-selective inhibitor data help compare inhibitor classes but do not expose secondary resistance mutations.
SUB005,pmid-37761256,37761256,PMC10528120,10.3390/diagnostics13182887,Next-Generation Sequencing-Based Analysis of Clinical and Pathological Features of PIK3CA-Mutated Breast Cancer.,"Diagnostics (Basel, Switzerland)",2023,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,Clinical PIK3CA-mutated breast profiling is useful background but not secondary PI3K-alpha resistance evidence.
SUB005,pmid-37916956,37916956,PMC10850943,10.1158/2159-8290.CD-23-0944,"Discovery and Clinical Proof-of-Concept of RLY-2608, a First-in-Class Mutant-Selective Allosteric PI3Kα Inhibitor That Decouples Antitumor Activity from Hyperinsulinemia.",Cancer discovery,2024,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural",include_context,methods_or_assay,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,RLY-2608 discovery explains mutant-selective PI3K-alpha inhibition but does not itself establish secondary resistance mutations.
SUB005,pmid-37980588,37980588,unknown,10.3233/TUB-230013,The p110α/ΔNp63α complex mutations in triple-negative breast cancer: Potential targets for transcriptional-based therapies.,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine,2023,Journal Article,include_context,analogous_context,unknown,abstract_available,unknown,SUB005-Q003,PIK3CA hotspot-mutant TNBC biology is mechanistic context but not secondary/acquired PI3K-alpha resistance.
SUB005,pmid-38238740,38238740,PMC10797755,10.1186/s12931-023-02656-3,Unraveling EGFR-TKI resistance in lung cancer with high PD-L1 or TMB in EGFR-sensitive mutations.,Respiratory research,2024,Journal Article,include_context,analogous_context,unknown,pmc_available,unknown,SUB005-Q001,NSCLC EGFR-TKI resistance genomics is PI3K-pathway adjacent but not secondary PIK3CA resistance to PI3K-alpha inhibition.
SUB005,pmid-38432445,38432445,unknown,10.1016/j.phrs.2024.107123,PIK3CA mutation as an acquired resistance driver to EGFR-TKIs in non-small cell lung cancer: Clinical challenges and opportunities.,Pharmacological research,2024,"Journal Article;Review;Research Support, Non-U.S. Gov't",include_context,analogous_context,unknown,abstract_available,unknown,SUB005-Q003,"EGFR-TKI review is analogous acquired PIK3CA resistance context, not on-target PI3K-alpha inhibitor resistance."
SUB005,pmid-38822093,38822093,PMC11143214,10.1038/s41598-024-62664-1,PIK3CA mutations in endocrine-resistant breast cancer.,Scientific reports,2024,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,Endocrine-resistant breast cohort tracks PIK3CA mutations but not secondary mutations after PI3K-alpha inhibitor exposure.
SUB005,pmid-38936103,38936103,PMC12393138,10.1016/j.ejca.2024.114145,"Paediatric strategy forum for medicinal product development of PI3-K, mTOR, AKT and GSK3β inhibitors in children and adolescents with cancer.","European journal of cancer (Oxford, England : 1990)",2024,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,Pediatric strategy review mentions mutation-specific PI3K inhibitors but does not report secondary PIK3CA resistance mutations.
SUB005,pmid-39054873,39054873,PMC11272953,10.1002/cam4.70052,Characterizing multi-PIK3CA mutations across cancer types: Toward precision oncology.,Cancer medicine,2024,"Journal Article;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,Pan-cancer multi-PIK3CA cis/trans patterns help interpret double mutants but do not establish secondary drug-resistance mutations.
SUB005,pmid-39229338,39229338,PMC11369385,10.1016/j.csbj.2024.07.010,Free energy landscape of the PI3Kα C-terminal activation.,Computational and structural biotechnology journal,2024,Journal Article,include_context,methods_or_assay,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,Molecular dynamics of C-terminal oncogenic mutations informs allosteric binding context but not acquired secondary inhibitor resistance.
SUB005,pmid-39674130,39674130,PMC11699375,10.1016/j.esmoop.2024.103997,Practical treatment strategies and novel therapies in the phosphoinositide 3-kinase (PI3K)/protein kinase B (AKT)/mammalian target of rapamycin (mTOR) pathway in hormone receptor-positive/human epidermal growth factor receptor 2 (HER2)-negative (HR+/HER2-) advanced breast cancer.,ESMO open,2024,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,HR+/HER2- PI3K/AKT/mTOR treatment review provides broad clinical context for inhibitor classes.
SUB005,pmid-39717717,39717717,PMC11665392,10.1016/j.gendis.2024.101430,Oncogenic activation of PI K3 CA in cancers: Emerging targeted therapies in precision oncology.,Genes & diseases,2024,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,Review of oncogenic PI3Kalpha activation and therapies can frame targeted-inhibitor context.
SUB005,pmid-39792006,39792006,PMC12091942,10.1021/acs.jcim.4c02022,"mTOR Variants Activation Discovers PI3K-like Cryptic Pocket, Expanding Allosteric, Mutant-Selective Inhibitor Designs.",Journal of chemical information and modeling,2025,Journal Article,include_context,analogous_context,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,mTOR variant allosteric-pocket work is analogous structural context for mutant-selective allosteric design.
SUB005,pmid-39979081,39979081,unknown,10.1021/acs.jcim.4c02313,Predicting Resistance to Small Molecule Kinase Inhibitors.,Journal of chemical information and modeling,2025,Journal Article,include_context,analogous_context,unknown,abstract_available,unknown,SUB005-Q002;SUB005-Q003,Kinase-inhibitor resistance review gives analogous on-target resistance concepts.
SUB005,pmid-40829787,40829787,unknown,10.1146/annurev-pharmtox-082924-022724,Structural Insights into the Development of Inhibitors Against Cancer-Specific Mutations of PI3Kα.,Annual review of pharmacology and toxicology,2025,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB005-Q002;SUB005-Q003,"Structural review discusses mutation-specific PI3K-alpha inhibitor strategies but is background for secondary resistance, not primary evidence."
SUB005,pmid-40965803,40965803,PMC12847147,10.1007/s40291-025-00815-4,From PIK3CA Mutations to Rational PI3K Inhibition for the Treatment of Colorectal Cancer.,Molecular diagnosis & therapy,2025,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,Colorectal PI3K inhibition review gives rational inhibitor context but not acquired secondary mutation evidence.
SUB005,pmid-41030973,41030973,PMC12478396,10.1101/2024.10.12.618044,"mTOR variants activation discovers PI3K-like cryptic pocket, expanding allosteric, mutant-selective inhibitor designs.",bioRxiv : the preprint server for biology,2024,Journal Article;Preprint,include_context,analogous_context,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,mTOR variant allosteric-pocket work is analogous structural context for mutant-selective allosteric design.
SUB005,pmid-42024964,42024964,unknown,10.1016/j.ejmech.2026.118879,"Benzothiophene-based, orally active PIK3CA H1047R mutant-selective inhibitors for the treatment of HR+/HER2- breast cancer.",European journal of medicinal chemistry,2026,Journal Article,include_context,methods_or_assay,unknown,abstract_available,unknown,SUB005-Q003,Mutant-selective H1047R inhibitor development informs next-generation PIK3CA targeting but not secondary acquired resistance mutations.
SUB005,pmid-42496151,42496151,unknown,10.1080/17425255.2026.2710110,Inavolisib: a second-generation PI3Kα inhibitor in HR+/HER2-negative breast cancer.,Expert opinion on drug metabolism & toxicology,2026,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB005-Q001,Inavolisib review supplies next-generation PI3Kalpha inhibitor context for comparing inhibitor classes.
SUB005,pmid-42508941,42508941,unknown,10.1080/13543776.2026.2704853,A patent review of mutant-selective PI3Kα inhibitors for the treatment of different cancers (2021-2025).,Expert opinion on therapeutic patents,2026,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB005-Q002;SUB005-Q003,Patent review frames mutant-selective PI3Kalpha inhibitor landscape relevant to secondary mutation discussion.
SUB005,pmid-42518131,42518131,PMC13529841,10.1007/s40265-026-02347-5,Emerging Strategies Targeting the PI3K/AKT/mTOR Pathway in HR+/HER2- Advanced Breast Cancer.,Drugs,2026,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,Recent HR+/HER2- PI3K pathway review may frame resistance mechanisms but not direct secondary mutations.
SUB005,pmid-37916958,37916958,PMC10850944,10.1158/2159-8290.CD-23-0704,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,Cancer discovery,2024,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural",include_primary,primary_mechanism,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003;SUB005-Q004,Serial patient sampling and functional data directly identify secondary PIK3CA resistance mutations after PI3K-alpha inhibitors.
SUB005,pmid-32067679,32067679,unknown,10.1016/j.annonc.2019.11.006,Outcome and molecular landscape of patients with PIK3CA-mutated metastatic breast cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,2020,"Journal Article;Research Support, Non-U.S. Gov't",uncertain_full_text_needed,negative_or_limiting,unknown,abstract_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-32451180,32451180,unknown,10.1016/j.eururo.2020.04.058,Activating AKT1 and PIK3CA Mutations in Metastatic Castration-Resistant Prostate Cancer.,European urology,2020,"Journal Article;Research Support, Non-U.S. Gov't",uncertain_full_text_needed,negative_or_limiting,unknown,abstract_available,unknown,SUB005-Q002;SUB005-Q003,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-33435133,33435133,PMC7827547,10.3390/jcm10020220,PI3KCA Mutations in Uterine Cervix Carcinoma.,Journal of clinical medicine,2021,Journal Article,uncertain_full_text_needed,negative_or_limiting,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-33479580,33479580,PMC7790916,10.1007/s13340-020-00455-5,Insulin resistance and exaggerated insulin sensitivity triggered by single-gene mutations in the insulin signaling pathway.,Diabetology international,2020,Editorial,uncertain_full_text_needed,negative_or_limiting,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-33744168,33744168,unknown,10.1016/j.clcc.2021.02.003,The Landscape of PIK3CA Mutations in Colorectal Cancer.,Clinical colorectal cancer,2021,Journal Article,uncertain_full_text_needed,negative_or_limiting,unknown,abstract_available,unknown,SUB005-Q002;SUB005-Q003,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-34130229,34130229,unknown,10.1016/j.cancergen.2021.05.010,EML4-ALK fusion variant.3 and co-occurrent PIK3CA E542K mutation exhibiting primary resistance to three generations of ALK inhibitors.,Cancer genetics,2021,"Case Reports;Journal Article;Research Support, Non-U.S. Gov't",uncertain_full_text_needed,negative_or_limiting,unknown,abstract_available,unknown,SUB005-Q001;SUB005-Q002;SUB005-Q003,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-34315006,34315006,unknown,10.1016/j.cancergen.2021.06.007,Longitudinal change of genetic variations in cetuximab-treated metastatic colorectal cancer.,Cancer genetics,2021,"Journal Article;Research Support, Non-U.S. Gov't",uncertain_full_text_needed,negative_or_limiting,unknown,abstract_available,unknown,SUB005-Q001,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-35205332,35205332,PMC8871541,10.3390/genes13020287,Characterization of the Genomic Landscape in Cervical Cancer by Next Generation Sequencing.,Genes,2022,"Journal Article;Research Support, Non-U.S. Gov't",uncertain_full_text_needed,negative_or_limiting,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q003,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-35280536,35280536,PMC8913378,10.1016/j.sjbs.2021.10.044,Implementation of Next-Generation Sequencing in Saudi Arabia for HER2-Positive Breast Cancer.,Saudi journal of biological sciences,2021,Journal Article,uncertain_full_text_needed,negative_or_limiting,unknown,pmc_available,unknown,SUB005-Q001;SUB005-Q003,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-35296442,35296442,unknown,10.1016/j.mcp.2022.101807,"The potential of PIK3CA, KRAS, BRAF, and APC hotspot mutations as a non-invasive detection method for colorectal cancer.",Molecular and cellular probes,2022,"Journal Article;Research Support, Non-U.S. Gov't",uncertain_full_text_needed,negative_or_limiting,unknown,abstract_available,unknown,SUB005-Q002,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-35335966,35335966,PMC8950976,10.3390/pharmaceutics14030590,The PIK3CA H1047R Mutation Confers Resistance to BRAF and MEK Inhibitors in A375 Melanoma Cells through the Cross-Activation of MAPK and PI3K-Akt Pathways.,Pharmaceutics,2022,Journal Article,uncertain_full_text_needed,negative_or_limiting,unknown,pmc_available,unknown,SUB005-Q002;SUB005-Q003,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-35568775,35568775,unknown,10.1007/s12032-022-01695-y,Cell line models for drug discovery in PIK3CA-mutated colorectal cancers.,"Medical oncology (Northwood, London, England)",2022,Journal Article,uncertain_full_text_needed,negative_or_limiting,unknown,abstract_available,unknown,SUB005-Q002;SUB005-Q003,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB005,pmid-36069292,36069292,unknown,10.1002/cncr.34451,Efficacy and potential resistance mechanisms of afatinib in advanced non-small cell lung cancer patients with EGFR G719X/L861Q/S768I.,Cancer,2022,"Journal Article;Research Support, Non-U.S. Gov't",uncertain_full_text_needed,negative_or_limiting,unknown,abstract_available,unknown,SUB005-Q001;SUB005-Q002,"PIK3CA is linked to therapy resistance, but secondary PIK3CA mutation status is unclear in the abstract."
SUB006,pmid-16096426,16096426,unknown,10.1097/01.cad.0000173476.67239.3b,PI3K/Akt/mTOR pathway as a target for cancer therapy.,Anti-cancer drugs,2005,"Journal Article;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, P.H.S.;Review",include_context,review_or_background,unknown,abstract_available,unknown,SUB006-Q002,PI3K/AKT/mTOR targeting context helps frame AKT/mTOR compensation but lacks direct resistance testing.
SUB006,pmid-16136169,16136169,unknown,10.1038/sj.leu.2403898,Compensatory PI3-kinase/Akt/mTor activation regulates imatinib resistance development.,Leukemia,2005,"Journal Article;Research Support, Non-U.S. Gov't",include_context,analogous_context,unknown,abstract_available,unknown,SUB006-Q001,Compensatory PI3K/AKT/mTOR activation during imatinib resistance is a useful analogy but not PI3K-alpha inhibitor resistance.
SUB006,pmid-19078992,19078992,unknown,10.1038/jid.2008.379,Inhibition of PI3K-AKT-mTOR signaling sensitizes melanoma cells to cisplatin and temozolomide.,The Journal of investigative dermatology,2008,"Journal Article;Research Support, Non-U.S. Gov't",include_context,analogous_context,unknown,abstract_available,unknown,SUB006-Q001;SUB006-Q002,"Melanoma chemosensitization by AKT/MAPK inhibitors is analogous downstream-pathway context, not PI3K-alpha resistance evidence."
SUB006,pmid-19678801,19678801,unknown,10.1517/14728220903136775,Targeting the PI3K/AKT/mTOR signaling network in acute myelogenous leukemia.,Expert opinion on investigational drugs,2009,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,abstract_available,unknown,SUB006-Q003,PI3K/AKT/mTOR resistance or feedback review is useful downstream-compensation context.
SUB006,pmid-19751211,19751211,unknown,10.2174/157489210789702208,Inhibitors of the PI3K/Akt/mTOR pathway: new hope for breast cancer patients.,Recent patents on anti-cancer drug discovery,2010,"Journal Article;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,abstract_available,unknown,SUB006-Q003,PI3K/AKT/mTOR resistance or feedback review is useful downstream-compensation context.
