subsection_id,paper_id,PMID,PMCID,DOI,title,why_full_text_needed,download_priority,user_action
SUB004,pmid-37623743,37623743,PMC10618743,10.1158/2159-8290.CD-23-0396,"STX-478, a Mutant-Selective, Allosteric PI3Kα Inhibitor Spares Metabolic Dysfunction and Improves Therapeutic Response in PI3Kα-Mutant Xenografts.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002,pmid-37704834,37704834,unknown,10.1007/s10549-023-07110-y,Sodium-glucose cotransporter-2 inhibitors for hypergycemia in phosphoinositide 3-kinase pathway inhibition.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002,pmid-37743730,37743730,PMC10863751,10.1002/cncr.34928,"Incidence, risk factors, and management of alpelisib-associated hyperglycemia in metastatic breast cancer.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB001,pmid-37761256,37761256,PMC10528120,10.3390/diagnostics13182887,Next-Generation Sequencing-Based Analysis of Clinical and Pathological Features of PIK3CA-Mutated Breast Cancer.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB004,pmid-37916956,37916956,PMC10850943,10.1158/2159-8290.CD-23-0944,"Discovery and Clinical Proof-of-Concept of RLY-2608, a First-in-Class Mutant-Selective Allosteric PI3Kα Inhibitor That Decouples Antitumor Activity from Hyperinsulinemia.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB004;SUB006,pmid-37916958,37916958,PMC10850944,10.1158/2159-8290.CD-23-0704,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB007,pmid-37943630,37943630,unknown,10.1530/ERC-23-0041,Impact of the PI3K-alpha inhibitor alpelisib on everolimus resistance and somatostatin receptor expression in an orthotopic pancreatic NEC xenograft mouse model.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002;SUB009,pmid-37975961,37975961,unknown,10.1007/s40261-023-01325-z,"Is Alpelisib Plus Fulvestrant Cost-Effective for Treating PIK3CA-Mutation, HR+/HER2- Advanced Breast Cancer in the USA?",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB001,pmid-38473737,38473737,PMC10931361,10.3390/ijms25052490,Real-World Data and Clinical Implications of Next-Generation Sequencing (NGS)-Based Analysis in Metastatic Breast Cancer Patients.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002,pmid-38496864,38496864,PMC10944239,10.1016/j.heliyon.2024.e27529,A real-world disproportionality analysis of FDA adverse event reporting system (FAERS) events for alpelisib.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002,pmid-38584192,38584192,PMC11182811,10.1007/s10549-024-07315-9,Body composition measures as a determinant of Alpelisib related toxicity.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002,pmid-38638399,38638399,PMC11024566,10.1016/j.eclinm.2024.102520,"Preventing alpelisib-related hyperglycaemia in HR+/HER2-/PIK3CA-mutated advanced breast cancer using metformin (METALLICA): a multicentre, open-label, single-arm, phase 2 trial.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB008,pmid-38986734,38986734,unknown,10.1016/j.canlet.2024.217112,PI3K PROTAC overcomes the lapatinib resistance in PIK3CA-mutant HER2 positive breast cancer.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002,pmid-39070139,39070139,PMC11272611,10.3389/fonc.2024.1390452,"Phase Ib and pharmacokinetics study of alpelisib, a PIK3CA inhibitor, and capecitabine in patients with advanced solid tumors.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002,pmid-39177931,39177931,PMC11452482,10.1007/s10549-024-07405-8,SGLT2 inhibition improves PI3Kα inhibitor-induced hyperglycemia: findings from preclinical animal models and from patients in the BYLieve and SOLAR-1 trials.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002,pmid-39217059,39217059,PMC11840667,10.1016/j.clbc.2024.08.001,A Phase I Trial of Alpelisib Combined With Capecitabine in Patients With HER2-Negative Metastatic Breast Cancer.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB003,pmid-39236276,39236276,PMC11575912,10.1200/JCO.24.00110,"Phase I/Ib Trial of Inavolisib Plus Palbociclib and Endocrine Therapy for PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative Advanced or Metastatic Breast Cancer.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB008,pmid-39469631,39469631,PMC11514072,10.3389/fphar.2024.1443422,Effects of BYL-719 (alpelisib) on human breast cancer stem cells to overcome drug resistance in human breast cancer.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB009,pmid-39476340,39476340,unknown,10.1056/NEJMoa2404625,Inavolisib-Based Therapy in PIK3CA-Mutated Advanced Breast Cancer.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002,pmid-39539943,39539943,PMC11558728,10.1177/17588359241297101,Elacestrant plus alpelisib in an ESR1 and PIK3CA co-mutated and heavily pretreated metastatic breast cancer: the first case report for combination efficacy and safety.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB001,pmid-39596311,39596311,PMC11594956,10.3390/ijms252212246,Molecular Analysis of PIK3CA in Metastatic Hormone Receptor-Positive Breast Cancer in Chile: Clinical and Pathological Insights.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB001;SUB002;SUB009,pmid-39637900,39637900,unknown,10.1016/S1470-2045(24)00673-9,"Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB001,pmid-39839709,39839709,PMC11748133,10.1093/pcmedi/pbae034,"Cell-free tumor DNA analysis in advanced or metastatic breast cancer patients: mutation frequencies, testing intention, and clinical impact.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB009,pmid-39851969,39851969,PMC11763720,10.3390/curroncol32010053,Systematic Review and Network Meta-Analysis on Treating Hormone Receptor-Positive Metastatic Breast Cancer After CDK4/6 Inhibitors.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB008,pmid-39920872,39920872,PMC11806886,10.1186/s40170-025-00375-5,CD36 inhibition enhances the anti-proliferative effects of PI3K inhibitors in PTEN-loss anti-HER2 resistant breast cancer cells.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB009,pmid-39935426,39935426,PMC11810462,10.20517/cdr.2024.169,Optimizing therapeutic approaches for HR+/HER2- advanced breast cancer: clinical perspectives on biomarkers and treatment strategies post-CDK4/6 inhibitor progression.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB007,pmid-40113784,40113784,PMC11926384,10.1038/s41392-025-02180-4,Targeting PI3K inhibitor resistance in breast cancer with metabolic drugs.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB009,pmid-40121890,40121890,unknown,10.1016/j.ctrv.2025.102924,"Post-progression treatment options after CDK4/6 inhibitors in hormone receptor-positive, HER2-negative metastatic breast cancer.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002,pmid-40152314,40152314,PMC11950915,10.1093/oncolo/oyaf023,Dynamics of hyperglycemia of patients treated with alpelisib: exploratory interim analysis of ITACA trial.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB003,pmid-40203765,40203765,unknown,10.1016/j.ejca.2025.115397,"Inavolisib plus letrozole or fulvestrant in PIK3CA-mutated, hormone receptor-positive, HER2-negative advanced or metastatic breast cancer (GO39374): An open-label, multicentre, dose-escalation and dose-expansion phase 1/1b study.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB007,pmid-40295072,40295072,unknown,10.21873/anticanres.17567,Development of Acquired Resistance in Alpelisib-treated Gastric Cancer Cells With PIK3CA Mutations and Overcoming Strategies.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB005,pmid-40382983,40382983,unknown,10.1016/j.drup.2025.101251,MicroRNA-mediated PTEN downregulation as a novel non-genetic mechanism of acquired resistance to PI3Kα inhibitors of head & neck squamous cell carcinoma.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB003;SUB009,pmid-40454641,40454641,PMC13496148,10.1056/NEJMoa2501796,Overall Survival with Inavolisib in PIK3CA-Mutated Advanced Breast Cancer.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB007;SUB008,pmid-40510030,40510030,PMC12159599,10.20517/cdr.2024.181,FGFR1 overexpression promotes resistance to PI3K inhibitor alpelisib in luminal breast cancer cells through receptor tyrosine kinase signaling-mediated activation of the estrogen receptor.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB009,pmid-40642892,40642892,unknown,10.1097/COC.0000000000001209,"Inavolisib for HR-Positive, HER2-Negative Advanced Breast Cancer: Clinical Trials and Patient Access Implication.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB003;SUB009,pmid-40845250,40845250,unknown,10.1200/JCO-25-00663,"US Food and Drug Administration Approval Summary: Inavolisib With Palbociclib and Fulvestrant for Endocrine-Resistant, PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative, Locally Advanced or Metastatic Breast Cancer.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB005;SUB010,pmid-40991650,40991650,PMC12618074,10.1172/JCI180927,USP10/GSK3β-mediated inhibition of PTEN drives resistance to PI3K inhibitors in breast cancer.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB009,pmid-41079023,41079023,PMC12514518,10.1016/j.eclinm.2025.103535,Efficacy and safety of systemic therapies following progression on CDK4/6 inhibitors in patients with HR+/HER2- metastatic breast cancer: a systematic review and network meta-analysis.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB003;SUB010,pmid-41143603,41143603,PMC12770939,10.1158/1078-0432.CCR-25-1459,PI3Kα Inhibitor and Degrader Inavolisib Can Co-opt FGFR2 to Enhance Responses in Patients with PIK3CA-Mutated Solid Tumors and in Preclinical Models.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB010,pmid-41406241,41406241,unknown,10.1126/scitranslmed.adp5088,Dual PI3K/mTOR inhibition is required to combat resistance to CDK4/6 inhibitor and endocrine therapy in PIK3CA-mutant breast cancer.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002;SUB009,pmid-41620612,41620612,PMC12964663,10.1186/s13058-025-02152-0,Sequential use of PI3K/AKT/mTOR pathway inhibitors alpelisib and everolimus in patients with hormone receptor-positive metastatic breast cancer.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002;SUB009,pmid-41681940,41681940,PMC12896634,10.3390/cancers18030468,Comparison Between Alpelisib Plus Endocrine Therapy and Everolimus Plus Endocrine Therapy After CDK4/6 Inhibitors Progression in Patients with PIK3CA-Mutant Metastatic Breast Cancer: A Single-Center Retrospective Study.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB001;SUB002;SUB009,pmid-41925922,41925922,PMC13046609,10.1007/s10549-026-07939-z,Alpelisib and Fulvestrant in PIK3CA-mutated hormone receptor-positive HER2-negative advanced breast cancer included in the German PRAEGNANT trial.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB001;SUB002;SUB009,pmid-41967638,41967638,unknown,10.1016/j.annonc.2026.04.003,Genomic determinants of response to alpelisib plus fulvestrant in the SOLAR-1 trial.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002;SUB009,pmid-41976378,41976378,PMC13072385,10.3390/cancers18071156,"Impact of Time of Administration, Fasting, and a Low-Carbohydrate Diet on Alpelisib-Associated Hyperglycemia and Efficacy: A Pilot Randomized Controlled Phase IIb Trial.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB004,pmid-42024964,42024964,unknown,10.1016/j.ejmech.2026.118879,"Benzothiophene-based, orally active PIK3CA H1047R mutant-selective inhibitors for the treatment of HR+/HER2- breast cancer.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB009,pmid-42074235,42074235,PMC13116710,10.3390/ijms27083597,SGLT2 Inhibitor Dapagliflozin Attenuates Cardiomyocyte Injury and Inflammation Induced by PI3Kα-Selective Inhibitor Alpelisib and Fulvestrant Under Hyperglycemia.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB003;SUB009,pmid-42202490,42202490,PMC13235453,10.1016/j.esmoop.2026.107735,"Safety analyses of the INAVO120 randomised phase III trial of inavolisib or placebo with palbociclib-fulvestrant in patients with PIK3CA-mutated, hormone receptor-positive, HER2-negative, endocrine-resistant advanced breast cancer.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB009,pmid-42263466,42263466,unknown,10.1016/j.clbc.2026.05.004,"Pharmacologic Features, Clinical Applications, and Drug Safety Evaluation of Inavolisib in the Treatment of Metastatic Breast Cancer.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB009,pmid-42351448,42351448,PMC13298351,10.3390/diagnostics16121790,"Post-CDK4/6 Inhibitor Therapeutic Approaches in Hormone Receptor-Positive, HER2-Negative Metastatic Breast Cancer: Current Evidence and Emerging Strategies-A Narrative Review.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB009,pmid-42445743,42445743,PMC13361340,10.2147/DDDT.S611371,Precision Endocrine-Based Combinations After CDK4/6 Inhibitor Progression in HR-Positive Metastatic Breast Cancer.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB009,pmid-42496151,42496151,unknown,10.1080/17425255.2026.2710110,Inavolisib: a second-generation PI3Kα inhibitor in HR+/HER2-negative breast cancer.,Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
SUB002;SUB009,pmid-42635598,42635598,unknown,10.1158/1078-0432.CCR-26-1816,"Elacestrant in Combination with Everolimus for Estrogen Receptor-Positive, HER2-Negative Previously Treated Advanced Breast Cancer: Results from ELEVATE.",Primary evidence selected by semantic abstract review; full-text availability and usefulness must be resolved in the next step.,high,resolve_full_text_in_next_step
