subsection_id,paper_id,PMID,PMCID,DOI,title,journal,publication_year,article_type,abstract_review_decision,evidence_role,draft_access_status,verified_access_status,venue_trust_label,source_query_ids,reason
SUB002,pmid-28382169,28382169,PMC5381259,10.7150/thno.17830,Integration of Receptor Tyrosine Kinases Determines Sensitivity to PI3Kα-selective Inhibitors in Breast Cancer.,Theranostics,2017,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-28486103,28486103,unknown,10.1016/j.ccell.2017.04.010,Tackling Resistance to PI3K Inhibition by Targeting the Epigenome.,Cancer cell,2017,Journal Article;Comment,include_context,primary_mechanism,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-29252036,29252036,unknown,10.1080/13543784.2018.1417384,PI3K inhibition to overcome endocrine resistance in breast cancer.,Expert opinion on investigational drugs,2018,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-29868122,29868122,PMC5968201,10.3389/fgene.2018.00174,Screen for MicroRNA and Drug Interactions in Breast Cancer Cell Lines Points to miR-126 as a Modulator of CDK4/6 and PIK3CA Inhibitors.,Frontiers in genetics,2018,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-31159599,31159599,unknown,10.1080/14740338.2019.1623877,Benefits versus risk profile of buparlisib for the treatment of breast cancer.,Expert opinion on drug safety,2019,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-31780379,31780379,unknown,10.1016/j.clbc.2019.06.017,Practical Treatment Strategies and Future Directions After Progression While Receiving CDK4/6 Inhibition and Endocrine Therapy in Advanced HR+/HER2- Breast Cancer.,Clinical breast cancer,2019,Journal Article,include_context,primary_mechanism,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-31859349,31859349,PMC6923787,10.1093/annonc/mdz381,Efficacy of PI3K inhibitors in advanced breast cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,2019,"Journal Article;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-31928690,31928690,unknown,10.1093/annonc/mdz381,Efficacy of PI3K inhibitors in advanced breast cancer.,Annals of oncology : official journal of the European Society for Medical Oncology,2019,"Journal Article;Research Support, Non-U.S. Gov't;Review",include_context,review_or_background,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-32415339,32415339,unknown,10.1007/s11912-020-00917-8,Sequencing Endocrine Therapy for Metastatic Breast Cancer: What Do We Do After Disease Progression on a CDK4/6 Inhibitor?,Current oncology reports,2020,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-32637176,32637176,PMC7322582,10.1155/2020/3759179,A Systematic Review of the Prevalence and Diagnostic Workup of PIK3CA Mutations in HR+/HER2- Metastatic Breast Cancer.,International journal of breast cancer,2020,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-32782489,32782489,PMC7388095,10.1177/1758835920940939,Targeting the PI3K/Akt/mTOR pathway in estrogen-receptor positive HER2 negative advanced breast cancer.,Therapeutic advances in medical oncology,2020,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-32795346,32795346,PMC7427086,10.1186/s13058-020-01320-8,Targeting activated PI3K/mTOR signaling overcomes acquired resistance to CDK4/6-based therapies in preclinical models of hormone receptor-positive breast cancer.,Breast cancer research : BCR,2020,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-32869930,32869930,PMC7648336,10.1634/theoncologist.2020-0449,Biomarkers in Breast Cancer: An Integrated Analysis of Comprehensive Genomic Profiling and PD-L1 Immunohistochemistry Biomarkers in 312 Patients with Breast Cancer.,The oncologist,2020,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-32953006,32953006,PMC7472334,10.1039/d0sc01676d,PI3K inhibitors: review and new strategies.,Chemical science,2020,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-32964734,32964734,unknown,10.2217/fon-2020-0464,Alpelisib in the treatment of metastatic HR+ breast cancer with PIK3CA mutations.,"Future oncology (London, England)",2020,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB002-Q001,"Useful review, guideline, or approval framing for the subsection, but not direct primary evidence under the workflow threshold."
SUB002,pmid-33168657,33168657,PMC8535764,10.1158/1078-0432.CCR-20-3652,"FDA Approval Summary: Alpelisib Plus Fulvestrant for Patients with HR-positive, HER2-negative, PIK3CA-mutated, Advanced or Metastatic Breast Cancer.",Clinical cancer research : an official journal of the American Association for Cancer Research,2020,Journal Article;Randomized Controlled Trial,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,"Useful review, guideline, or approval framing for the subsection, but not direct primary evidence under the workflow threshold."
SUB002,pmid-33213227,33213227,unknown,10.1080/17425255.2021.1844662,"A pharmacokinetic evaluation of alpelisib for the treatment of HR+, HER2-negative, PIK3CA-mutated advanced or metastatic breast cancer.",Expert opinion on drug metabolism & toxicology,2020,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-33239910,33239910,PMC7680678,10.2147/BCTT.S219436,Alpelisib in the Treatment of Breast Cancer: A Short Review on the Emerging Clinical Data.,Breast cancer (Dove Medical Press),2020,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,"Useful review, guideline, or approval framing for the subsection, but not direct primary evidence under the workflow threshold."
SUB002,pmid-33520003,33520003,PMC7829038,10.1007/s12254-021-00674-9,ASCO 2020: highlights in breast cancer.,Memo,2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-33707948,33707948,PMC7943556,10.2147/TCRM.S251668,Role of Alpelisib in the Treatment of PIK3CA-Mutated Breast Cancer: Patient Selection and Clinical Perspectives.,Therapeutics and clinical risk management,2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,"Useful review, guideline, or approval framing for the subsection, but not direct primary evidence under the workflow threshold."
SUB002,pmid-33842357,33842357,PMC8027489,10.3389/fonc.2021.644737,"PIK3CA Mutations as a Molecular Target for Hormone Receptor-Positive, HER2-Negative Metastatic Breast Cancer.",Frontiers in oncology,2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-33865994,33865994,unknown,10.1016/j.critrevonc.2021.103334,PI3K inhibition in breast cancer: Identifying and overcoming different flavors of resistance.,Critical reviews in oncology/hematology,2021,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-33947692,33947692,PMC8282678,10.1158/1078-0432.CCR-21-0047,A Phase I Study of Alpelisib in Combination with Trastuzumab and LJM716 in Patients with PIK3CA-Mutated HER2-Positive Metastatic Breast Cancer.,Clinical cancer research : an official journal of the American Association for Cancer Research,2021,"Clinical Trial, Phase I;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-34257082,34257082,PMC8744502,10.1158/0008-5472.CAN-21-1208,Cell Line-Specific Network Models of ER+ Breast Cancer Identify Potential PI3Kα Inhibitor Resistance Mechanisms and Drug Combinations.,Cancer research,2021,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, Non-P.H.S.",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-34625531,34625531,PMC8501067,10.1038/s41419-021-04206-5,Alpelisib combination treatment as novel targeted therapy against hepatocellular carcinoma.,Cell death & disease,2021,"Journal Article;Research Support, N.I.H., Extramural",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-34765318,34765318,PMC8569340,unknown,Chemoresistance in breast cancer: PI3K/Akt pathway inhibitors vs the current chemotherapy.,American journal of cancer research,2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-34779417,34779417,PMC8592538,10.1172/JCI150335,Therapeutic implications of activating noncanonical PIK3CA mutations in head and neck squamous cell carcinoma.,The Journal of clinical investigation,2021,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-34842356,34842356,PMC8567053,10.1002/ctm2.589,Large-scale genomic sequencing reveals adaptive opportunity of targeting mutated-PI3Kα in early and advanced HER2-positive breast cancer.,Clinical and translational medicine,2021,"Journal Article;Research Support, Non-U.S. Gov't",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-34986950,34986950,unknown,10.1691/ph.2021.1820,Recent clinical advances in PI3K inhibitors on colorectal cancer.,Die Pharmazie,2021,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-35016012,35016012,PMC8749445,10.1016/j.breast.2021.12.016,A multidisciplinary approach to optimizing care of patients treated with alpelisib.,"Breast (Edinburgh, Scotland)",2021,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,"Useful review, guideline, or approval framing for the subsection, but not direct primary evidence under the workflow threshold."
SUB002,pmid-35023985,35023985,PMC8743979,10.1177/11795549211068804,"PIK3CA Mutations in Diffuse Gliomas: An Update on Molecular Stratification, Prognosis, Recurrence, and Aggressiveness.",Clinical Medicine Insights. Oncology,2022,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-35100734,35100734,unknown,10.1200/PO.19.00221,"Combined PIK3CA and FGFR Inhibition With Alpelisib and Infigratinib in Patients With PIK3CA-Mutant Solid Tumors, With or Without FGFR Alterations.",JCO precision oncology,2019,Journal Article,include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-35442400,35442400,PMC9354703,10.1158/0008-5472.CAN-22-0446,The Oncogenic PI3K-Induced Transcriptomic Landscape Reveals Key Functions in Splicing and Gene Expression Regulation.,Cancer research,2022,"Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-35465733,35465733,unknown,10.2217/fon-2022-0045,A phase III trial of alpelisib + trastuzumab ± fulvestrant versus trastuzumab + chemotherapy in HER2+ PIK3CA-mutated breast cancer.,"Future oncology (London, England)",2022,Clinical Trial Protocol;Journal Article,include_context,clinical_or_translational,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-35968355,35968355,PMC9360227,unknown,PI3K inhibitors in trastuzumab-resistant HER2-positive breast cancer cells with PI3K pathway alterations.,American journal of cancer research,2022,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36071033,36071033,PMC9452562,10.1038/s41467-022-32828-6,High p16 expression and heterozygous RB1 loss are biomarkers for CDK4/6 inhibitor resistance in ER+ breast cancer.,Nature communications,2022,"Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural;Research Support, U.S. Gov't, Non-P.H.S.",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36221910,36221910,unknown,10.1080/07391102.2022.2132293,Development of PI3Kα inhibitors for tumor therapy.,Journal of biomolecular structure & dynamics,2022,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36321996,36321996,PMC10011882,10.1158/1078-0432.CCR-22-2115,Biology and Targetability of the Extended Spectrum of PIK3CA Mutations Detected in Breast Carcinoma.,Clinical cancer research : an official journal of the American Association for Cancer Research,2023,Editorial;Comment,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36367572,36367572,PMC10067656,10.1007/s00428-022-03445-x,Proficiency testing of PIK3CA mutations in HR+/HER2-breast cancer on liquid biopsy and tissue.,Virchows Archiv : an international journal of pathology,2022,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36579519,36579519,PMC9694420,10.3390/jpm12111793,PIK3CAMutations in Breast Cancer Subtypes Other Than HR-Positive/HER2-Negative.,Journal of personalized medicine,2022,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36626159,36626159,PMC10023365,10.1158/1078-0432.CCR-22-3411,Alpelisib Efficacy without Cherry-PI3King Mutations.,Clinical cancer research : an official journal of the American Association for Cancer Research,2023,"Editorial;Research Support, N.I.H., Extramural;Comment",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36633813,36633813,unknown,10.1007/s40262-022-01195-2,Pharmacokinetics and Pharmacodynamic of Alpelisib.,Clinical pharmacokinetics,2023,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB002-Q001,"Useful review, guideline, or approval framing for the subsection, but not direct primary evidence under the workflow threshold."
SUB002,pmid-36825198,36825198,PMC9941536,10.3389/fmolb.2023.1082915,Evaluation of PIK3CA mutations in advanced ER+/HER2-breast cancer in Portugal - U-PIK Project.,Frontiers in molecular biosciences,2023,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36900375,36900375,PMC10001201,10.3390/cancers15051582,Discovering Synergistic Compounds with BYL-719 in PI3K Overactivated Basal-like PDXs.,Cancers,2023,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36901954,36901954,PMC10003259,10.3390/ijms24054522,Drugging the PI3K/AKT/mTOR Pathway in ER+ Breast Cancer.,International journal of molecular sciences,2023,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36913051,36913051,PMC10147754,10.1007/s10549-023-06895-2,"Antitumor activity of the PI3K δ-sparing inhibitor MEN1611 in PIK3CA mutated, trastuzumab-resistant HER2 + breast cancer.",Breast cancer research and treatment,2023,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36943382,36943382,PMC10322119,10.1093/oncolo/oyad024,Predicting Hyperglycemia Among Patients Receiving Alpelisib Plus Fulvestrant for Metastatic Breast Cancer.,The oncologist,2023,"Journal Article;Research Support, N.I.H., Extramural",include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-36998707,36998707,PMC10043427,10.17179/excli2022-5064,Anti-tumor effects of low-dose metronomic vinorelbine in combination with alpelisib in breast cancer cells.,EXCLI journal,2023,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-37044095,37044095,PMC10140479,10.1016/j.xcrm.2023.101002,N-acetylcysteine overcomes NF1 loss-driven resistance to PI3Kα inhibition in breast cancer.,Cell reports. Medicine,2023,"Journal Article;Research Support, Non-U.S. Gov't",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-37348428,37348428,PMC10314290,10.1016/j.neo.2023.100913,P110α inhibitor alpelisib exhibits a synergistic effect with pyrotinib and reverses pyrotinib resistant in HER2+ breast cancer.,"Neoplasia (New York, N.Y.)",2023,"Journal Article;Research Support, Non-U.S. Gov't",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-37469415,37469415,PMC10353540,10.3389/fonc.2023.1108242,The effect of the alpha-specific PI3K inhibitor alpelisib combined with anti-HER2 therapy in HER2+/PIK3CA mutant breast cancer.,Frontiers in oncology,2023,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-37511178,37511178,PMC10379453,10.3390/ijms241411419,Real-World Use of Highly Sensitive Liquid Biopsy Monitoring in Metastatic Breast Cancer Patients Treated with Endocrine Agents after Exposure to Aromatase Inhibitors.,International journal of molecular sciences,2023,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-37761256,37761256,PMC10528120,10.3390/diagnostics13182887,Next-Generation Sequencing-Based Analysis of Clinical and Pathological Features of PIK3CA-Mutated Breast Cancer.,"Diagnostics (Basel, Switzerland)",2023,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-37835582,37835582,PMC10571568,10.3390/cancers15194887,"Combined PI3K Inhibitor and Eribulin Enhances Anti-Tumor Activity in Preclinical Models of Paclitaxel-Resistant, PIK3CA-Mutated Endometrial Cancer.",Cancers,2023,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-37916958,37916958,PMC10850944,10.1158/2159-8290.CD-23-0704,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,Cancer discovery,2024,"Journal Article;Research Support, U.S. Gov't, Non-P.H.S.;Research Support, N.I.H., Extramural",include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-38089455,38089455,PMC10686175,10.1002/cai2.10,Expert consensus on the clinical application of PI3K/AKT/mTOR inhibitors in the treatment of advanced breast cancer.,Cancer innovation,2022,Journal Article,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-38273040,38273040,PMC10810864,10.1038/s41698-024-00496-y,Integrative modeling uncovers p21-driven drug resistance and prioritizes therapies for PIK3CA-mutant breast cancer.,NPJ precision oncology,2024,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-38547898,38547898,unknown,10.1016/S1470-2045(23)00676-9,Optimal targeting of PI3K-AKT and mTOR in advanced oestrogen receptor-positive breast cancer.,The Lancet. Oncology,2024,Journal Article;Review,include_context,review_or_background,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-38796763,38796763,PMC11145577,10.14341/probl13337,[Toxic manifestations of alpelisib in endocrinology. Description of the clinical case].,Problemy endokrinologii,2023,Journal Article;Case Reports;English Abstract,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-38927964,38927964,PMC11201395,10.3390/cancers16122259,Resistance to Targeted Inhibitors of the PI3K/AKT/mTOR Pathway in Advanced Oestrogen-Receptor-Positive Breast Cancer.,Cancers,2024,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-38986734,38986734,unknown,10.1016/j.canlet.2024.217112,PI3K PROTAC overcomes the lapatinib resistance in PIK3CA-mutant HER2 positive breast cancer.,Cancer letters,2024,Journal Article,include_context,primary_mechanism,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-39092562,39092562,PMC11705819,10.1002/1878-0261.13703,"Assessments of prostate cancer cell functions highlight differences between a pan-PI3K/mTOR inhibitor, gedatolisib, and single-node inhibitors of the PI3K/AKT/mTOR pathway.",Molecular oncology,2024,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-39302579,39302579,unknown,10.1007/s10549-024-07495-4,Genomic and transcriptomic landscape of HER2-low breast cancer.,Breast cancer research and treatment,2024,Journal Article,include_context,primary_mechanism,unknown,abstract_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-39409880,39409880,PMC11476299,10.3390/cancers16193259,PLK1 Inhibitor Onvansertib Enhances the Efficacy of Alpelisib in PIK3CA-Mutated HR-Positive Breast Cancer Resistant to Palbociclib and Endocrine Therapy: Preclinical Insights.,Cancers,2024,Journal Article,include_context,primary_mechanism,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-39596311,39596311,PMC11594956,10.3390/ijms252212246,Molecular Analysis of PIK3CA in Metastatic Hormone Receptor-Positive Breast Cancer in Chile: Clinical and Pathological Insights.,International journal of molecular sciences,2024,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-39674130,39674130,PMC11699375,10.1016/j.esmoop.2024.103997,Practical treatment strategies and novel therapies in the phosphoinositide 3-kinase (PI3K)/protein kinase B (AKT)/mammalian target of rapamycin (mTOR) pathway in hormone receptor-positive/human epidermal growth factor receptor 2 (HER2)-negative (HR+/HER2-) advanced breast cancer.,ESMO open,2024,Journal Article;Review,include_context,review_or_background,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
SUB002,pmid-39839709,39839709,PMC11748133,10.1093/pcmedi/pbae034,"Cell-free tumor DNA analysis in advanced or metastatic breast cancer patients: mutation frequencies, testing intention, and clinical impact.",Precision clinical medicine,2024,Journal Article,include_context,clinical_or_translational,unknown,pmc_available,unknown,SUB002-Q001,Provides useful background on PI3K-pathway treatment strategy or breast-cancer resistance but is not direct evidence for alpelisib clinical durability or toxicity.
