paper_id,pmid,pmcid,doi,title,ingestion_status,source_format,access_source,source_url,source_path,normalized_path,text_char_count,section_count,pmc_xml_status,pdf_status,parser_status,user_pdf_required,notes
pmid-36892268,36892268,PMC10552898,10.1002/1878-0261.13416,"ER+, HER2- advanced breast cancer treated with taselisib and fulvestrant: genomic landscape and associated clinical outcomes.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10552898&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10552898.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-36892268.json,19260,6,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-36923283,36923283,PMC10010328,10.1158/2767-9764.CRC-22-0028,A Phase IB Trial of the PI3K Inhibitor Alpelisib and Weekly Cisplatin in Patients with Solid Tumor Malignancies.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10010328&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10010328.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-36923283.json,18804,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37044095,37044095,PMC10140479,10.1016/j.xcrm.2023.101002,N-acetylcysteine overcomes NF1 loss-driven resistance to PI3Kα inhibition in breast cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10140479&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10140479.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37044095.json,42311,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37101291,37101291,PMC10131374,10.1186/s13073-023-01181-8,"Multiple PIK3CA mutation clonality correlates with outcomes in taselisib + fulvestrant-treated ER+/HER2-, PIK3CA-mutated breast cancers.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10131374&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10131374.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37101291.json,23538,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37163178,37163178,PMC10164376,10.2147/BTT.S395817,Treating Alpelisib-Induced Hyperinsulinemia in Patients with Advanced Breast Cancer - A Real-Life Experience.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10164376&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10164376.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37163178.json,9404,4,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37493631,37493631,PMC10811747,10.1158/1541-7786.MCR-23-0034,CBF-Beta Mitigates PI3K-Alpha-Specific Inhibitor Killing through PIM1 in PIK3CA-Mutant Gastric Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10811747&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10811747.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37493631.json,32575,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37623743,37623743,PMC10618743,10.1158/2159-8290.CD-23-0396,"STX-478, a Mutant-Selective, Allosteric PI3Kα Inhibitor Spares Metabolic Dysfunction and Improves Therapeutic Response in PI3Kα-Mutant Xenografts.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10618743&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10618743.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37623743.json,36034,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-37916958,37916958,PMC10850944,10.1158/2159-8290.CD-23-0704,Allosteric PI3Kα Inhibition Overcomes On-target Resistance to Orthosteric Inhibitors Mediated by Secondary PIK3CA Mutations.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10850944&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10850944.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-37916958.json,23168,7,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-38273040,38273040,PMC10810864,10.1038/s41698-024-00496-y,Integrative modeling uncovers p21-driven drug resistance and prioritizes therapies for PIK3CA-mutant breast cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=10810864&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/10810864.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-38273040.json,47554,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-38286037,38286037,PMC11627550,10.1016/j.biopha.2024.116217,β1 integrin mediates unresponsiveness to PI3Kα inhibition for radiochemosensitization of 3D HNSCC models.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11627550&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11627550.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-38286037.json,20582,6,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-38986734,38986734,,10.1016/j.canlet.2024.217112,PI3K PROTAC overcomes the lapatinib resistance in PIK3CA-mutant HER2 positive breast cancer.,normalized,pdf,local_staged_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_38986734.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-38986734.json,24725,10,not_attempted,normalized,normalized,0,Expected staged PDF found. Normalized from pdf.
pmid-39177931,39177931,PMC11452482,10.1007/s10549-024-07405-8,SGLT2 inhibition improves PI3Kα inhibitor-induced hyperglycemia: findings from preclinical animal models and from patients in the BYLieve and SOLAR-1 trials.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11452482&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11452482.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39177931.json,10241,4,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-39637900,39637900,,10.1016/S1470-2045(24)00673-9,"Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4/6 inhibitor (BYLieve): one cohort of a phase 2, multicentre, open-label, non-comparative study.",normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_39637900.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-39637900.json,11351,4,not_attempted,normalized,normalized,0,"User PDF staged from Alpelisib plus fulvestrant in PIK3CA-mutated, hormone receptor-positive advanced breast cancer after a CDK4:6 inhibitor (BYLieve)- one cohort of a phase 2, multicentre, open-label, non-comparative study..pdf. Expected staged PDF found. Normalized from pdf."
pmid-39920872,39920872,PMC11806886,10.1186/s40170-025-00375-5,CD36 inhibition enhances the anti-proliferative effects of PI3K inhibitors in PTEN-loss anti-HER2 resistant breast cancer cells.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=11806886&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/11806886.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-39920872.json,17782,8,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-40295072,40295072,,10.21873/anticanres.17567,Development of Acquired Resistance in Alpelisib-treated Gastric Cancer Cells With PIK3CA Mutations and Overcoming Strategies.,normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_40295072.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-40295072.json,17836,7,not_attempted,normalized,normalized,0,User PDF staged from Development of Acquired Resistance in Alpelisib-treated Gastric Cancer Cells With PIK3CA Mutations and Overcoming Strategies..pdf. Expected staged PDF found. Normalized from pdf.
pmid-40360883,40360883,PMC12304390,10.1038/s41416-025-03035-z,"Multi-node inhibition targeting mTORC1, mTORC2 and PI3Kα potently inhibits the PI3K/AKT/mTOR pathway in endometrial and breast cancer models.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=12304390&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/12304390.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-40360883.json,35418,10,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-40382983,40382983,,10.1016/j.drup.2025.101251,MicroRNA-mediated PTEN downregulation as a novel non-genetic mechanism of acquired resistance to PI3Kα inhibitors of head & neck squamous cell carcinoma.,normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_40382983.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-40382983.json,31878,10,not_attempted,normalized,normalized,0,User PDF staged from MicroRNA-mediated PTEN downregulation as a novel non-genetic mechanism of acquired resistance to PI3KŒ± inhibitors of head & neck squamous cell carcinoma..pdf. Expected staged PDF found. Normalized from pdf.
pmid-40454641,40454641,PMC13496148,10.1056/NEJMoa2501796,Overall Survival with Inavolisib in PIK3CA-Mutated Advanced Breast Cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=13496148&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/13496148.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-40454641.json,21065,9,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-40536266,40536266,PMC12204390,10.1093/oncolo/oyaf126,Prolonged response to PIK3CA inhibition in an advanced hormone-positive breast cancer patient with 3 mutations in the alpha subunit of PI-3 kinase.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=12204390&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/12204390.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-40536266.json,9191,6,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-40845250,40845250,,10.1200/JCO-25-00663,"US Food and Drug Administration Approval Summary: Inavolisib With Palbociclib and Fulvestrant for Endocrine-Resistant, PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative, Locally Advanced or Metastatic Breast Cancer.",normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_40845250.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-40845250.json,28245,12,not_attempted,normalized,normalized,0,User PDF staged from PMID 40845250.pdf. Expected staged PDF found. Normalized from pdf.
pmid-40991650,40991650,PMC12618074,10.1172/JCI180927,USP10/GSK3β-mediated inhibition of PTEN drives resistance to PI3K inhibitors in breast cancer.,normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=12618074&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/12618074.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-40991650.json,42240,14,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-41967638,41967638,,10.1016/j.annonc.2026.04.003,Genomic determinants of response to alpelisib plus fulvestrant in the SOLAR-1 trial.,normalized,pdf,user_pdf,,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_41967638.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-41967638.json,27359,9,not_attempted,normalized,normalized,0,User PDF staged from Genomic determinants of response to alpelisib plus fulvestrant in the SOLAR-1 trial..pdf. Expected staged PDF found. Normalized from pdf.
pmid-42202490,42202490,PMC13235453,10.1016/j.esmoop.2026.107735,"Safety analyses of the INAVO120 randomised phase III trial of inavolisib or placebo with palbociclib-fulvestrant in patients with PIK3CA-mutated, hormone receptor-positive, HER2-negative, endocrine-resistant advanced breast cancer.",normalized,pmc_xml,ncbi_pmc,https://eutils.ncbi.nlm.nih.gov/entrez/eutils/efetch.fcgi?db=pmc&id=13235453&retmode=xml,artifacts/04_primary_full_text_ingestion/03_pmc/01_raw_xml/13235453.xml,artifacts/04_primary_full_text_ingestion/03_pmc/02_normalized/pmid-42202490.json,35341,18,usable,not_attempted,not_attempted,0,Normalized from pmc_xml.
pmid-42373848,42373848,,10.1038/s41598-026-57970-9,A phase II study of alpelisib and capecitabine in patients with previously treated metastatic colorectal cancer (KCSG-CO21-04).,normalized,pdf,openalex,https://www.nature.com/articles/s41598-026-57970-9_reference.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/01_staged/PMID_42373848.pdf,artifacts/04_primary_full_text_ingestion/04_pdf/03_normalized/pmid-42373848.json,16045,19,missing,normalized,normalized,0,Open-access PDF staged. No usable PMC XML or automatically accessible PDF normalized. Normalized from pdf.
