paper_id,pmid,pmcid,doi,title,source_format,raw_chars,narrative_chars,retention_ratio,kept_section_count,excluded_section_count,excluded_char_count,chunk_count,warning_flags,review_recommendation,kept_section_titles,excluded_section_titles
pmid-39920872,39920872,PMC11806886,10.1186/s40170-025-00375-5,CD36 inhibition enhances the anti-proliferative effects of PI3K inhibitors in PTEN-loss anti-HER2 resistant breast cancer cells.,pmc_xml,29256,17782,0.608,8,8,11952,29,,pass,Abstract; Introduction; Inhibitor treatment; Cell proliferation; Western blotting; Combination index (CI); Discussion; Discussion,Cell culture [methods_heading]; Statistical analysis [methods_heading]; Dual activation of SCD-1 and CD36 in HER2-positive breast cancer [inside_methods_block]; PI3K inhibitors decreased SCD-1 expression and induced CD36 expression in HER2-positive breast cancer cells [inside_methods_block]; Modulation of de novo lipogenesis SCD-1 in combination with PI3K inhibitors in anti-HER2 resistant breast cancer with PTEN-loss [inside_methods_block]; Blocking exogenous lipid uptake by serum depletion inhibited cell proliferation and up-regulated CD36 expression in anti-HER2 resistant breast cancer with PTEN-loss [inside_methods_block]; Modulation of FA uptake through CD36 in combination with PI3K inhibitors in anti-HER2 resistant breast cancer with PTEN-loss [inside_methods_block]; Electronic supplementary material [end_matter_or_non_narrative_heading]
pmid-35771551,35771551,,10.1158/2159-8290.CD-21-1696,"Alpelisib Monotherapy for PI3K-Altered, Pretreated Advanced Breast Cancer: A Phase II Study.",pdf,47589,28942,0.608,8,5,12622,46,,pass,Introduction; ABSTRACT; SIGNIFICANCE; Safety; Efficacy; Genomic Alterations; PI3K Pathway ctDNA Dynamics following Treatment; Discussion,Coexistent Somatic Mutations Identified through ctDNA Sequencing [protocol_or_procedural_section]; Study Design and Objectives [methods_heading]; Tumor Sequencing [inside_methods_block]; Plasma ctDNA Mutational Analysis [inside_methods_block]; Statistical Analysis [methods_heading]
pmid-32929011,32929011,PMC7533832,10.1073/pnas.2000060117,PIK3CA C-terminal frameshift mutations are novel oncogenic events that sensitize tumors to PI3K-α inhibition.,pdf,26675,16850,0.632,4,1,5538,28,,pass,Abstract; Introduction; Significance; Results and Discussion,Materials and Methods [methods_heading]
pmid-38986734,38986734,,10.1016/j.canlet.2024.217112,PI3K PROTAC overcomes the lapatinib resistance in PIK3CA-mutant HER2 positive breast cancer.,pdf,39139,24725,0.632,10,10,9342,38,,pass,Abstract; Introduction; Compound ZM-PI05; PI3K PROTAC overcomes HER2-targeted therapy resistance induced by PIK3CA gene mutation; PI3K PROTAC re-sensitizes lapatinib-resistant HER2+ cell lines to lapatinib; PI3K PROTAC enhanced the sensitivity of lapatinib in sensitive HER2+ cell lines and PDOs; PI3K PROTAC and lapatinib induce G1 phase arrest; PI3K PROTAC induces p110α degradation through CRBN and the proteasome; Overexpression of constitutively active AKT reverses the cell growth inhibition induced by PI3K PROTAC; Discussion,"Cell culture [methods_heading]; Plasmids, transfection, and lentivirus [inside_methods_block]; Western blotting [inside_methods_block]; Sulforhodamine B assays (SRB) [inside_methods_block]; Flow cytometry [inside_methods_block]; Animal models [inside_methods_block]; Patient-derived breast cancer organoids (PDOs) [inside_methods_block]; Statistical analysis [methods_heading]; Breast cancer cells with PIK3CA gene mutations exhibit increased sensitivity to PI3K PROTAC [inside_methods_block]; Fig. 3. PI3K PROTAC increases the sensitivity of lapatinib in BT474 and HER2þ PDOs [end_matter_or_non_narrative_heading]"
pmid-25528022,25528022,,10.1007/s10549-014-3239-5,A preclinical evaluation of the PI3K alpha/delta dominant inhibitor BAY 80-6946 in HER2-positive breast cancer models with acquired resistance to the HER2-targeted therapies trastuzumab and lapatinib.,pdf,25052,16002,0.639,8,7,5186,26,,pass,Abstract; Introduction; Results; MAPK signalling activation by BAY 80-6946 is inhibited by co-treatment with BAY 80-6946 and lapatinib; Combinations of afatinib and BAY 80-6946 are synergistic in HER2-positive cell lines; Combinations of trastuzumab and BAY 80-6946 improve response to either drug tested alone in HER2positive breast cancer cells including those with acquired trastuzumab resistance; PI3K inhibition does not sensitise de novo resistant HER2-positive breast cancer cell lines to HER2 inhibitors; Discussion,Cell culture [methods_heading]; Proliferation assays [inside_methods_block]; Invasion and migration assays [inside_methods_block]; Reverse phase protein array analysis [inside_methods_block]; DNA extraction and Sequenom MassArray analysis [inside_methods_block]; Statistical analysis [methods_heading]; Table 2 [end_matter_or_non_narrative_heading]
pmid-31594766,31594766,,10.1158/2159-8290.CD-18-0830,PTEN Loss Mediates Clinical Cross-Resistance to CDK4/6 and PI3Kα Inhibitors in Breast Cancer.,pdf,42980,28064,0.653,7,12,9737,48,,pass,Abstract; Introduction; Acquired Loss of RB and PTEN Expression in Patients Resistant to Letrozole and Ribociclib; PTEN Loss Induces Resistance to CDK4/6 Inhibitors in ER-Positive Breast Cancer Models; Inhibition of AKT Restores Sensitivity to CDK4/6 Inhibitors; PTEN Loss Drives Resistance to CDK4/6 Inhibitors by Increasing CDK2 and CDK4 Activity through Delocalization of p27 Outside of the Nucleus; Discussion,DNA Constructs [after_discussion_end_matter_guard]; Cell Lines and Reagents [methods_heading]; Immunoblotting and siRNA Knockdown [inside_methods_block]; Immunoprecipitation [inside_methods_block]; Viability Studies [inside_methods_block]; Cell Cycle [inside_methods_block]; Xenograft Mouse Studies [inside_methods_block]; Immunofluorescence [methods_heading]; Patients [after_discussion_end_matter_guard]; IHC on Patient Samples [inside_methods_block]; Statistical Analyses [inside_methods_block]; Disclosure of Potential Conflicts of Interest [inside_methods_block]
pmid-38286037,38286037,PMC11627550,10.1016/j.biopha.2024.116217,β1 integrin mediates unresponsiveness to PI3Kα inhibition for radiochemosensitization of 3D HNSCC models.,pmc_xml,31339,20582,0.657,6,13,11884,32,,pass,Abstract; Introduction; Chemicals and treatments; Results; PI3Kα inhibitor Alpelisib does not affect DNA damage repair; Discussion,Cell culture [methods_heading]; D colony formation assay [protocol_or_procedural_section]; DNA isolation [inside_methods_block]; Whole exome sequencing [inside_methods_block]; Bioinformatics pipeline [inside_methods_block]; Western blotting [inside_methods_block]; Akt activity assay [inside_methods_block]; D foci assay [inside_methods_block]; Phosphorylation pathway analysis [inside_methods_block]; RNA expression data [inside_methods_block]; Gene enrichment and network analyses [inside_methods_block]; Functional enrichment analysis [inside_methods_block]; Statistical analysis [methods_heading]
pmid-33909934,33909934,PMC8265362,10.1002/onco.13804,"Effectiveness of Alpelisib + Fulvestrant Compared with Real-World Standard Treatment Among Patients with HR+, HER2-, PIK3CA-Mutated Breast Cancer.",pmc_xml,36447,24127,0.662,13,5,8399,40,,pass,Abstract; Introduction; Study Overview and CGDB for Real‐World Setting Analysis of PFS with Standard Therapy in the CDK4/6i Setting; Inclusion and Exclusion Criteria; Objectives; Assessment of Treatment Effect; Patients; Index Treatments in the Real‐World Cohort; Patient Characteristics; Primary Objective: Evaluation and Comparison of PFS; Secondary Objective: PFS at the 6‐Month Milestone Time Point; Discussion; Discussion,Statistical Analysis [methods_heading]; Balancing Approaches on Observable Characteristics [inside_methods_block]; Limitations [after_discussion_end_matter_guard]; Author Contributions [end_matter_or_non_narrative_heading]; Disclosures [after_discussion_end_matter_guard]
pmid-29401002,29401002,PMC5920739,10.1200/JCO.2017.72.7107,Phosphatidylinositol 3-Kinase α-Selective Inhibition With Alpelisib (BYL719) in PIK3CA-Altered Solid Tumors: Results From the First-in-Human Study.,pdf,32091,21644,0.674,11,4,5513,37,,pass,Abstract; Introduction; Patient Population; Safety and Efficacy Assessments; Biomarker and Pharmacodynamic Assessments; Patient Characteristics and Disposition; Safety and Tolerability; Pharmacokinetic and Pharmacodynamics Analyses; Clinical Activity and Biomarker Analysis; jco.org; Discussion,Study Design [methods_heading]; Dose Escalation and Dose-Limiting Toxicities [protocol_or_procedural_section]; jco.org [after_discussion_end_matter_guard]; AUTHORS' DISCLOSURES OF POTENTIAL CONFLICTS OF INTEREST [after_discussion_end_matter_guard]
pmid-37493631,37493631,PMC10811747,10.1158/1541-7786.MCR-23-0034,CBF-Beta Mitigates PI3K-Alpha-Specific Inhibitor Killing through PIM1 in PIK3CA-Mutant Gastric Cancer.,pmc_xml,48103,32575,0.677,8,12,16275,52,,pass,"Abstract; Introduction; BYL719 effectively inhibits PI3K/AKT signaling in PIK3CA mutant cells; Application of CRISPR/Cas9-based screening method to identify modulators of BYL719 response; Loss of NEDD9 or inhibition of BCL-XL renders PIK3CA mutant gastric cancer cells hyper-sensitive to BYL719 treatment by increasing cell cycle arrest and cell death, respectively; Loss of CBFB confers resistance to BYL719; CBFB loss drives resistance to BYL719 through PIM1 kinase; Discussion",Cell Culture [methods_heading]; Growth Inhibition Assays (GI50) [inside_methods_block]; CRISPR library Lentivirus Production and Transduction [inside_methods_block]; Pooled Customized CRISPR Drug Sensitizer Screen and Analysis [inside_methods_block]; Generation of CRISPR Knockouts [inside_methods_block]; Immunoblotting [inside_methods_block]; BrdU and Activated Caspase-3 Assays [inside_methods_block]; RNA-Sequencing and Gene Expression Analysis [inside_methods_block]; Analysis of Clinical Data [inside_methods_block]; Statistical Analysis [methods_heading]; Data Availability [end_matter_or_non_narrative_heading]; PIK3CA mutation predicts sensitivity to BYL719 [inside_methods_block]
pmid-41967638,41967638,,10.1016/j.annonc.2026.04.003,Genomic determinants of response to alpelisib plus fulvestrant in the SOLAR-1 trial.,pdf,40324,27359,0.678,9,4,5088,46,,pass,Abstract; Introduction; Patients; PFS and OS in patients with PIK3CA alterations; PFS by TMB in patients with PIK3CA alterations cohort; PFS in patients with PIK3CA alterations plus alterations in selected genes; TMB; MTL in the PIK3CA-altered cohort; Discussion,Materials [methods_heading]; Analysis [inside_methods_block]; Patient characteristics [inside_methods_block]; Mutational landscape [inside_methods_block]
pmid-35138919,35138919,PMC8865530,10.1200/PO.21.00424,Phase II Study of Taselisib in PIK3CA-Mutated Solid Tumors Other Than Breast and Squamous Lung Cancer: Results From the NCI-MATCH ECOG-ACRIN Trial (EAY131) Subprotocol I.,pdf,27125,18946,0.698,10,5,5890,30,,pass,Abstract; Introduction; Patients determined to have an actionable mutation via Step 0 were eligible to be screened for Step 1. Key Step 1 EAY131-Arm I eligibility included presence of an activating; Evaluation of Response; Efficacy; Impact of Mutation Type and Comutations on Outcome; Time (months) PFS (probability); Impact of Disease Type on Outcome; Safety; Discussion,Study Design [methods_heading]; Study Population [methods_heading]; Study Treatment [methods_heading]; Statistics [methods_heading]; Patient Characteristics [inside_methods_block]
pmid-25053989,25053989,PMC4091530,10.18632/genesandcancer.10,Amphiregulin and PTEN evoke a multimodal mechanism of acquired resistance to PI3K inhibition.,pmc_xml,34304,23965,0.699,10,8,5001,37,,pass,Abstract; Introduction; EGFR ligands confer resistance to GDC-0941 in SW48 isogenic cells; GDC-0941 resistant cells exhibit increased PI3K pathway signaling when GDC-0941 is removed; GDC-0941 resistant clones secrete AREG that activates the MAPK pathway in the presence or absence of GDC-0941; PTEN loss alone does not cause PI3K inhibitor resistance; Resistant clones are sensitive to GDC-0941 in combination with MAPK pathway inhibitors; Resistant clone is less responsive to GDC-0941 in vivo; Resistant clone efficacy can be restored by MAPK inhibition; Discussion,Cell culture [methods_heading]; Compounds and reagents [inside_methods_block]; Secreted factor screen [inside_methods_block]; Resistant cell line selection [inside_methods_block]; Western blot and ELISA analyses [methods_heading]; cell viability assays [inside_methods_block]; siRNAs and transfections [inside_methods_block]; In Vivo Methods [inside_methods_block]
pmid-35100734,35100734,,10.1200/PO.19.00221,"Combined PIK3CA and FGFR Inhibition With Alpelisib and Infigratinib in Patients With PIK3CA-Mutant Solid Tumors, With or Without FGFR Alterations.",pdf,28763,20364,0.708,8,7,4755,35,,pass,Abstract; Introduction; Patients; Safety and Tolerability; Pharmacokinetics; Antitumor Efficacy; Genomic Correlates of Response; Discussion,Study Design [methods_heading]; Study Drug Administration [inside_methods_block]; Study Assessments [inside_methods_block]; Pharmacokinetic Analysis [inside_methods_block]; Genomic Sequencing [inside_methods_block]; Statistical Analysis [methods_heading]; Patient Demographics [inside_methods_block]
pmid-30237504,30237504,PMC6148236,10.1038/s41419-018-1025-8,IGF1R upregulation confers resistance to isoform-specific inhibitors of PI3K in PIK3CA-driven ovarian cancer.,pmc_xml,33144,23470,0.708,7,13,10663,37,,pass,"Abstract; Introduction; Sustained activation of the AKT/mTOR pathway is associated with resistance to GDC0032 in PIK3CA-mutated OC cell lines; IGF1R expression confers resistance to GDC0032 in PIK3CA-mutated OC cell lines; Dual treatment with AEW541 and GDC0032 enhances tumor growth arrest in vitro and in vivo, via potent inhibition of the AKT/mTOR pathway; IGF1R signaling determines tumor cell proliferation and autophagy; Discussion",Cell Lines [methods_heading]; Induction of GDC0032-resistant cell lines [inside_methods_block]; Antibodies and reagents [inside_methods_block]; Western blotting [inside_methods_block]; Cell Viability and Synergy Assays [inside_methods_block]; Xenograft Mouse Experiment [inside_methods_block]; Immunohistochemistry [methods_heading]; Cell Cycle [inside_methods_block]; RNA sequencing [inside_methods_block]; Imaging [inside_methods_block]; ShRNA screening [inside_methods_block]; Statistical analysis [methods_heading]; Untitled [inside_methods_block]
pmid-33602685,33602685,PMC8282704,10.1158/1078-0432.CCR-20-4879,Clinical and Biomarker Results from Phase I/II Study of PI3K Inhibitor Alpelisib plus Nab-paclitaxel in HER2-Negative Metastatic Breast Cancer.,pmc_xml,26705,19304,0.723,8,6,7686,30,,pass,Abstract; Introduction; Efficacy; Efficacy by PIK3CA status; Metabolic status and efficacy; Gene expression signatures; Pharmacokinetics; Discussion,Study design and Participants [methods_heading]; Procedures and Treatment [methods_heading]; Endpoints [methods_heading]; Statistical Analysis [methods_heading]; Phase I results [inside_methods_block]; Toxicity [inside_methods_block]
pmid-36805958,36805958,PMC12440294,10.1158/1535-7163.MCT-21-0667,Tumor and Stromal Cell Targeting with Nintedanib and Alpelisib Overcomes Intrinsic Bladder Cancer Resistance.,pmc_xml,36605,26676,0.729,9,12,10986,42,,pass,"Abstract; Introduction; PI3K activation does not correlate with Nintedanib sensitivity but it mediates intrinsic resistance of BC cells; PI3K inhibition synergizes with Nintedanib to impair BC cell growth in vitro and in vivo; Transcriptome analysis reveals that Nintedanib and Alpelisib differentially target the tumor and the stroma; The Nintedanib/Alpelisib combination induces changes in the expression of genes/pathways involved in cell cycle, DNA repair, and ECM remodeling; The Nintedanib/Alpelisib combination induces down-regulation of cell cycle and angiogenesis-related genes/pathways in the stroma; Endothelial cells and CAFs are targeted by the Nintedanib/Alpelisib combination; Discussion",Cell lines and cell culture [methods_heading]; Reagents [methods_heading]; Cell viability assays [inside_methods_block]; Western blotting and protein-based assays [inside_methods_block]; In vivo experiments [inside_methods_block]; Immunohistochemical (IHC) analyses [inside_methods_block]; RNA extraction and RNA-sequencing (RNA-seq) [methods_heading]; RNA-seq data analysis [inside_methods_block]; Plot Generation [inside_methods_block]; Statistical analysis [methods_heading]; Data Availability [end_matter_or_non_narrative_heading]; Nintedanib has modest in vitro anti-proliferative effects on bladder cancer cells [inside_methods_block]
pmid-24351425,24351425,PMC3974833,10.4161/cbt.27311,ERK2-dependent reactivation of Akt mediates the limited response of tumor cells with constitutive K-RAS activity to PI3K inhibition.,pdf,38620,28203,0.730,7,5,5642,48,,pass,Abstract; Introduction; K-RAS-GTP level is correlated with increased proliferation and clonogenic activity; K-RAS activity limits the response to the EGFR-TK inhibitor erlotinib and is associated with the autocrine production of EGFR ligand; Constitutive K-RAS activity regulates clonogenic cell survival through the PI3K/Akt pathway but not MAPK/ERK signaling; The ERK2-dependent reactivation of Akt following PI3K inhibition eliminates the anti-clonogenic effect of inhibitors; Discussion,"Materials [methods_heading]; Sequencing of EGFR, PIK3A, K-RAS, and TP53 [inside_methods_block]; RAS activity assay, protein extraction, western blotting, and enzyme-linked immunosorbent assay [inside_methods_block]; Statistics and densitometry [methods_heading]; Disclosure of Potential Conflicts of Interest [inside_methods_block]"
pmid-31439579,31439579,,10.1158/1078-0432.CCR-19-0508,"POSEIDON Trial Phase 1b Results: Safety, Efficacy and Circulating Tumor DNA Response of the Beta Isoform-Sparing PI3K Inhibitor Taselisib (GDC-0032) Combined with Tamoxifen in Hormone Receptor Positive Metastatic Breast Cancer Patients.",pdf,23987,18155,0.757,12,2,2121,33,,pass,Abstract; Introduction; Patients; Safety and dose intensity; Plasma pharmacokinetic and circulating tumor (ct)DNA studies; Tumor response; Baseline patient demographics and disease characteristics; Translational Relevance; Safety and tolerability; Antitumor activity and PIK3CA mutational status; Circulating tumor (ct)DNA correlative studies; Discussion,Study design and drug administration [methods_heading]; Disclosure of Potential Conflicts of Interest [after_discussion_end_matter_guard]
pmid-33186740,33186740,PMC8457522,10.1016/j.annonc.2020.10.596,"Phase III randomized study of taselisib or placebo with fulvestrant in estrogen receptor-positive, PIK3CA-mutant, HER2-negative, advanced breast cancer: the SANDPIPER trial.",pmc_xml,23682,18122,0.765,10,5,7499,29,,pass,Abstract; Introduction; Safety; Biomarker assessments; Tumor assessments; Efficacy; Safety; PIK3CA ctDNA biomarker assessment; TTD in HRQoL; Discussion,Study design and patients [methods_heading]; Randomization and masking [methods_heading]; Outcomes [methods_heading]; Statistical analysis [methods_heading]; Patient characteristics [inside_methods_block]
pmid-27048245,27048245,PMC4820873,10.1186/s13058-016-0697-1,Activation of IGF1R/p110β/AKT/mTOR confers resistance to α-specific PI3K inhibition.,pmc_xml,33991,26535,0.781,10,9,8447,47,,pass,"Abstract; Introduction; Sustained mTOR activity leads to BYL719 resistance in breast cancer cells harboring PIK3CA mutation; Phosphoproteomics revealed increases in IGF1R, IRS, and p85 PI3K tyrosine phosphorylation in resistant cell lines; IGF1R mediates resistance to BYL719; Activation of IGF1R/p110β/AKT/mTOR produces resistance to BYL719; Phosphorylated IRS and p85 recruit p110β in BYL719-resistant lines; p110β promotes resistance to BYL719 in an IGF1R/IRS-dependent manner; Discussion; Discussion",Cell lines [methods_heading]; Antibodies and reagents [inside_methods_block]; Sample preparation and phosphotyrosine immunoprecipitation for liquid chromatography–mass spectrometry [inside_methods_block]; Analysis by liquid chromatography/tandem mass spectrometry [inside_methods_block]; Immunoprecipitation and western blotting [inside_methods_block]; Cell number count [inside_methods_block]; Apoptosis assay [inside_methods_block]; Xenograft mouse experiment [inside_methods_block]; Statistical analysis [methods_heading]
pmid-40845250,40845250,,10.1200/JCO-25-00663,"US Food and Drug Administration Approval Summary: Inavolisib With Palbociclib and Fulvestrant for Endocrine-Resistant, PIK3CA-Mutated, Hormone Receptor-Positive, Human Epidermal Growth Factor Receptor 2-Negative, Locally Advanced or Metastatic Breast Cancer.",pdf,35653,28245,0.792,12,2,2727,50,,pass,Abstract; Introduction; Mechanism of Action and Pharmacology and Toxicology; Clinical Pharmacology; Clinical Trial Design; Patient Characteristics; Enrolled population; Efficacy; Safety; Patient-Reported Outcomes; Companion Diagnostic; Discussion,Statistical Analysis [methods_heading]; Risk and risk management [after_discussion_end_matter_guard]
pmid-33246021,33246021,,10.1016/j.annonc.2020.11.011,"Alpelisib plus fulvestrant for PIK3CA-mutated, hormone receptor-positive, human epidermal growth factor receptor-2-negative advanced breast cancer: final overall survival results from SOLAR-1.",pdf,24581,19700,0.801,9,2,2423,34,,pass,Abstract; Introduction; Trial design and patients; Patients and treatment; OS; First antineoplastic medication after discontinuation of study treatment; PFS on next subsequent therapy and TTC; Safety; Discussion,Endpoints [methods_heading]; Statistical analysis [methods_heading]
pmid-33685991,33685991,PMC8137641,10.1158/0008-5472.CAN-20-3232,Genomic Alterations in PIK3CA-Mutated Breast Cancer Result in mTORC1 Activation and Limit the Sensitivity to PI3Kα Inhibitors.,pmc_xml,31412,25151,0.801,11,9,6663,41,,pass,"Abstract; Introduction; Cell lines, chemical reagents and plasmids; Lentivirus production; Whole genome CRISPR-Cas9 knockout screen; GSEA pathway enrichment analysis; Genome-wide CRISPR KO screens identify regulators of PI3Kα inhibitor response; Convergent mTORC1 activation dictates PI3Kα inhibitor response; The nutrient-sensing mTORC1 pathway affects PI3Kα inhibitor response; Genomic lesions of the candidates were identified in primary and metastatic PIK3CA-mutated ER+ breast tumors; Discussion",Stable cell lines generation [end_matter_or_non_narrative_heading]; Western immunoblotting [protocol_or_procedural_section]; Immunofluorescence [methods_heading]; Competitive cellular growth assay [inside_methods_block]; Clonogenic-based cellular growth assay [inside_methods_block]; CellTiter-Glo (CTG)-based cell viability assay [inside_methods_block]; In vivo tumor xenograft [inside_methods_block]; TCGA and MSK datasets analysis [inside_methods_block]; Quantification and Statistical Analysis [inside_methods_block]
pmid-36923283,36923283,PMC10010328,10.1158/2767-9764.CRC-22-0028,A Phase IB Trial of the PI3K Inhibitor Alpelisib and Weekly Cisplatin in Patients with Solid Tumor Malignancies.,pmc_xml,23442,18804,0.802,9,5,3738,31,,pass,Abstract; Introduction; Patient Population; Safety and Efficacy Assessments; Safety Results; Efficacy Analyses; Genomic Analysis; Discussion; Discussion,Study Design [methods_heading]; Study Objectives and Statistical Methods [protocol_or_procedural_section]; Data Availability Statement [end_matter_or_non_narrative_heading]; Study Population and Patient Disposition [inside_methods_block]; Determination of MTD and RP2D [inside_methods_block]
pmid-35365185,35365185,PMC8974145,10.1186/s13058-022-01521-3,Targeting SHP2 phosphatase in breast cancer overcomes RTK-mediated resistance to PI3K inhibitors.,pmc_xml,44938,36373,0.809,8,11,9822,61,,pass,Abstract; Introduction; Inhibiting SHP2 counteracts acquired resistance to PI3K inhibition in PI3K mutant breast cancer cells; SHP2 confers resistance to PI3K inhibition upon overexpression and long-term PI3K inhibitor exposure; Targeting SHP2 effectively combats intrinsic resistance to PI3K inhibitors in TNBC cells; Dual inhibition of PI3K and SHP2 blocks organoid formation in a patient-derived breast cancer model and tumor growth in a xenograft model; Discussion; Discussion,"Cell lines and cell culturing [methods_heading]; Colony formation assays [inside_methods_block]; D organoid formation assay [inside_methods_block]; CellTiter-Glo cell viability assay [inside_methods_block]; Plasmids, cloning and transfection [inside_methods_block]; BYL719-resistant T47D and MDA-MB-453 cells [inside_methods_block]; Reagents, inhibitors, growth factors and antibodies [inside_methods_block]; Western blotting and human Phospho-RTK array [inside_methods_block]; In vivo xenograft experiment [inside_methods_block]; Quantifications and statistical analysis [inside_methods_block]; Untitled [after_discussion_end_matter_guard]"
pmid-34552006,34552006,,10.1158/1535-7163.MCT-20-0981,Phosphoproteomics Identifies PI3K Inhibitor-selective Adaptive Responses in Pancreatic Cancer Cell Therapy and Resistance.,pdf,51745,41891,0.810,9,4,3036,64,,pass,Abstract; Introduction; PI3K inhibitors induce different adaptive phospho-proteome responses; Global pathway analysis of phosphoproteome upon PI3K inhibition shows selective changes associated with different isoform-specificity; Pancreatic cancer cells present increased levels of p110γ expression in patients; Pancreatic cancer cells are sensitive to PI3Kγ inhibition in vitro and in vivo; Long-term inhibition of PI3Kγ allows compensation between PI3K isoforms in pancreatic cancer; The combination of PI3Kα and PI3Kγ selective inhibitors is synergistic in PDAC patients; Discussion,Reagents [methods_heading]; Cell lines and tissue samples [methods_heading]; SILAC phosphoproteome and Bioinformatics analysis [inside_methods_block]; Statistics [methods_heading]
pmid-28382169,28382169,PMC5381259,10.7150/thno.17830,Integration of Receptor Tyrosine Kinases Determines Sensitivity to PI3Kα-selective Inhibitors in Breast Cancer.,pmc_xml,32644,27113,0.831,10,9,7039,43,,pass,Abstract; Introduction; PI3K inhibitors concurrently down-regulate phosphorylated AKT and ERK in T47D and MCF-7 cells; Hyper-activation of RAF/MEK overrides inhibition of ERK phosphorylation by PI3K blockade; Hyper-activation of RAS or EGFR abrogates PI3K-regulated ERK phosphorylation in T47D and MCF-7 cells; The growth factors distinctly determine PI3K-dependent ERK phosphorylation in breast cancer cells; The disparity of RTKs expression profile determines PI3K-mediated signaling in breast cancer cells; Down-regulation of ERK phosphorylation by PI3K blockade indicates sensitivity to PI3K inhibitor in breast cancer cells; Discussion; Discussion,Regents [after_discussion_end_matter_guard]; Cell lines and proliferation assay [methods_heading]; Western blotting [inside_methods_block]; RNA interference [methods_heading]; Plasmids and transfection [inside_methods_block]; RAS-GTP Assay [inside_methods_block]; Animal studies [methods_heading]; Immunohistochemistry [methods_heading]; Statistical analysis [methods_heading]
pmid-33606974,33606974,PMC8384339,10.1016/j.molcel.2021.01.033,Regulation of PTEN translation by PI3K signaling maintains pathway homeostasis.,pmc_xml,52355,43921,0.839,11,18,8892,70,,pass,Abstract; Introduction; PTEN expression is regulated by the PI3K pathway; Oncogenic Activation of PI3K Signaling Increases PTEN Expression; Regulation of PTEN expression by PI3K is mediated by mTOR; mTOR controls PTEN expression by regulating its 4E-BP1-dependent translation; A computational model predicts the PTEN-dependent feedback regulation of the PI3K network; E-BP1-dependent regulation of PTEN expression limits the effects of perturbations of the pathway; Inhibition of PTEN translation by PI3K inhibitors causes reactivation of the pathway; Coexistent PI3K mutation and PTEN inactivation in tumors disables feedback and increases pathway output; Discussion,Limitations of the Study [after_discussion_end_matter_guard]; Lead Contact [after_discussion_end_matter_guard]; Materials Availability [methods_heading]; Data and Code Availability [end_matter_or_non_narrative_heading]; EXPERIMENTAL MODELS AND SUBJECT DETAILS [inside_methods_block]; Immunoblotting [inside_methods_block]; Viable Cell Counting [inside_methods_block]; Transfections [inside_methods_block]; E-BP1Knockout cell lines [inside_methods_block]; E-BP1–4A [inside_methods_block]; mRNA extraction and RTPCR [inside_methods_block]; AHA labeling and pull down [inside_methods_block]; Met S35 labelled Pulse-Chase [inside_methods_block]; Luciferase Assay [inside_methods_block]; Cell Migration assay [inside_methods_block]; PTEN in vitro activity assay [inside_methods_block]; Pairwise t test [inside_methods_block]; Standard Error of the Means [inside_methods_block]
pmid-25873175,25873175,PMC4398915,10.1016/j.ccell.2015.03.010,AXL mediates resistance to PI3Kα inhibition by activating the EGFR/PKC/mTOR axis in head and neck and esophageal squamous cell carcinomas.,pmc_xml,31338,26489,0.845,9,6,5233,42,,pass,Abstract; Introduction; Persistent mTOR activation defines SCC with acquired resistance to BYL719; EGFR activation is sufficient to limit the sensitivity to BYL719 in SCC cells; Anti-EGR treatment reverses acquired and intrinsic resistance to PI3Kα inhibition in SCC; Up-regulation of AXL and its interaction with EGFR are associated with resistance to BYL719; The AXL/EGFR interaction activates mTOR and limits the sensitivity to BYL719; AXL/EGFR binding activates the PLCγ-PKC signaling cascade; Discussion,Cell lines and chemical compounds [methods_heading]; Western blotting and Immunoprecipitation [inside_methods_block]; Establishment of tumor xenografts and studies in nude mice [methods_heading]; Patients [after_discussion_end_matter_guard]; Secreted protein screen [inside_methods_block]; Statistical analysis [methods_heading]
